Comment,City,Raw Response
[USER] Sandwiches for the many homeless in [PERSON].,south bend,"Comment Type: [provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
racist: [No]
Reasoning: The user is reporting on a direct action they are taking (""Sandwiches for the many homeless""), which qualifies as an observation and a small-scale charitable intervention. This action implies a direct personal interaction with PEH. The comment does not contain any critique or racial bias."
PERSON0 You really want to go there with your “husbands” record on homelessness in [ORGANIZATION]?,south bend,"Comment Type: [ask a rhetorical question, express their opinion]
Critique Category: [government critique]
Response Category: N/A
Perception Type: N/A
racist: No
Reasoning: The user poses a rhetorical question to challenge another user, implying a negative opinion about a political figure's (""husband's"") ""record on homelessness."" This constitutes a critique of a government or organizational approach to the issue. The comment does not contain any other defined categories."
"Sixplexes are one building type in FAC0, an affordable housing project currently under construction on [ORGANIZATION] east side [URL]",south bend,"Comment Type: provide a fact or claim
Critique Category: 
Response Category: solutions/interventions
Perception Type: 
racist: No
Reasoning: The user is providing a factual statement about a specific affordable housing project currently under construction. This project is a type of solution or intervention aimed at addressing housing needs. The comment is purely informational and does not contain any critique, perception, or racist content."
"[USER] I'd chose ol ""Mayor [PERSON]"" and ask him why he decided to screw up the traffic patterns in [ORGANIZATION] with his screwed up round abouts on [ORGANIZATION] and FAC0 instead of the poverty and homelessness issues that only got worse during his administration.",south bend,"Comment Type: [ask a rhetorical question, provide a fact or claim, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The user poses a rhetorical question to express their opinion and criticize a specific mayor's policy decisions. They claim the mayor prioritized traffic projects over addressing poverty and homelessness, which they allege worsened during the administration. This is a critique of government and its allocation of resources. The comment does not offer solutions, make generalizations about PEH, or contain any racial bias."
"[USER] Even with the homeless in the middle of FAC0, [ORGANIZATION] is such a shit hole with the [ORGANIZATION]’s WORST stadium.",south bend,"Comment Type: [provide an observation, express their opinion]
Critique Category: [none]
Response Category: [none]
Perception Type: [harmful generalization]
racist: [No]
Reasoning: The user expresses their negative opinion about an organization and its stadium, using the observation of homeless people nearby to reinforce their point. This framing implies that the presence of homeless individuals contributes to the location being a ""shit hole,"" which is a harmful generalization. The comment does not offer any critique of homelessness policy or suggest solutions. There is no racial bias present."
"This song is dedicated to all who are struggling, the disabled, the homeless, the lgbtq community, and everyone around the world that is suicidal or lost someone or a pet.. I want to tell all of you that I love you and everything will be ok..

[URL]",south bend,"Comment Type: express their opinion
Critique Category: 
Response Category: 
Perception Type: 
racist: No
Reasoning: The user is expressing their personal opinion and feelings of love and support for various struggling groups, including the homeless. The comment does not offer a critique, solution, or specific perception of homelessness, and it contains no racial bias."
[USER] so my question is can we show at least a *LITTLE* bit of interest in [ORGANIZATION]'s homeless feat. addicted and mentally ill population? Like my personal idea was previously a recorded sit-down discussion between certain members of the [ORGANIZATION] and specific members of-,south bend,"Comment Type: [ask a rhetorical question, express their opinion, provide an observation]
Critique Category: [societal critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The user asks a rhetorical question (""can we show at least a *LITTLE* bit of interest"") to express their opinion that more attention should be paid to the issue. They observe that the local homeless population also struggles with addiction and mental illness and propose a solution in the form of a ""recorded sit-down discussion."" This represents a critique of the broader society or a specific organization's lack of engagement. The comment does not contain any racial bias."
PERSON0 Have you researched how [PERSON] treated the homeless in [ORGANIZATION] during his two terms? [ORGANIZATION] swept encampments under a downtown overpass more than once and everything got trashed.,south bend,"Comment Type: [ask a rhetorical question, provide a fact or claim, express their opinion]
Critique Category: [government critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The user begins with a rhetorical question to criticize a political figure's past actions. They then provide a specific claim about the government ([ORGANIZATION]) sweeping encampments, which functions as a direct critique of that government's approach to homelessness. The negative framing (""everything got trashed"") expresses the user's opinion on the matter. There is no racial bias in the comment."
"[USER] [USER] address how he treated homeless people in [ORGANIZATION] without pretending being a wealthy gay man who adopted children makes him a saint
[LOCATION]",south bend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [societal critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The user makes a claim about how another person has treated homeless individuals and expresses a strong opinion that this person's positive public image (e.g., ""wealthy gay man who adopted children"") is a hypocritical front. This constitutes a societal critique of how public figures can use their identity to mask alleged negative behaviors. The comment does not fit the other categories as it does not propose a solution, describe a perception of homeless people themselves, or contain racial bias."
[USER] [USER] It’s a [TIME] attempt to salvage [ORGANIZATION] presidential run because republicans know they are losing. [ORGANIZATION] is not a “sanctuary city” because we can’t barely get sanctuary for our own homeless people.,south bend,"Comment Type: [Provide a Fact or Claim, Express their Opinion]
Critique Category: [Money Aid Allocation, Government Critique]
Response Category: []
Perception Type: [Deserving/Undeserving]
racist: [Yes]
Reasoning: The user expresses an opinion on a political action and makes a claim about the city's inability to provide services for its homeless population. This is a critique of government and resource allocation. The use of ""our own homeless people"" in the context of a ""sanctuary city"" debate creates a deserving/undeserving narrative, implying that one group is more entitled to aid than others, which often carries implicit nativist or racial bias."
"[USER] [USER] HE WAS THE MAYOR. HE CALLED FOR THE SWEEPS. READ THE ARTICLE
[URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: [government critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The post makes a factual claim about a specific mayor's actions (""HE CALLED FOR THE SWEEPS""), which is a form of government action related to homelessness. This serves as an implicit critique of that politician's approach. The comment does not fit any other categories as it focuses on a specific past action rather than broader societal issues, solutions, or perceptions, and it contains no racial bias."
"Developer adds [PERSON] building to ORG1 plan for housing, retail and green space as well as address food insecurity. READI money awarded. [ORGANIZATION]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post provides factual claims about a new development project that includes housing and addresses food insecurity. It mentions the allocation of ""READI money,"" which is a discussion of financial resource allocation. The project itself is framed as a solution. The post is a neutral announcement and does not contain any personal perceptions, critiques, or racial bias."
"Thanks to [ORGANIZATION] for inviting [USER] [ORGANIZATION]amp; I to join your table at the [USER] [ORGANIZATION]. After an especially cold night, it was wonderful to be surrounded by the warmth of many individuals who support caring for our unhoused neighbors. [PERSON]",south bend,"Comment Type: [Provide an Observation, Express their Opinion]
Response Category: [Solutions/Interventions]
racist: [No]
Reasoning: The author shares an observation from a community event and expresses their positive opinion (""wonderful"") about being with people who support helping the homeless. By celebrating support for ""caring for our unhoused neighbors,"" the post implicitly endorses solutions and interventions. The comment does not contain any critique, specific perceptions of homeless individuals, or racial bias."
"[USER] [USER] Actually, I think this is a cool idea. Like dorm-style living, but for adults. If it revitalizes mall space, helps local businesses, alleviates a shortage of affordable housing (especially for young adults or seniors) and ISN'T MANDATED BY THE GOVERNMENT, I say go for it!",south bend,"Comment Type: [Express their Opinion]
Critique Category: [Government Critique]
Response Category: [Solutions/Interventions]
Perception Type: []
racist: [No]
Reasoning: The user expresses their opinion (""I think this is a cool idea"") about a potential solution for the affordable housing shortage (""dorm-style living... in mall space""). Their support is conditional on it not being a government mandate, which represents a critique of government involvement. The comment does not fit any of the perception types and shows no racial bias."
"[USER] My favorite thing [ORGANIZATION] did when he was mirror in [ORGANIZATION], [ORGANIZATION] was cover the city in lime bikes that the homeless could throw in the river. Brilliant guy. 

Maybe if he’s president we can have lime bikes for the homeless to throw around all over the [PERSON]!",south bend,"Comment Type: [Express their Opinion, Provide a Fact or Claim]
Critique Category: [Government Critique]
Response Category: []
Perception Type: [Harmful Generalization]
racist: [No]
Reasoning: The user expresses a sarcastic opinion to criticize a politician's past policy. The comment relies on a harmful generalization, attributing the destructive act of throwing bikes in a river to ""the homeless"" as a monolithic group. The comment does not contain any racial bias."
"Turning heartbreak into hope, a [ORGANIZATION] family is honoring their daughter's memory by feeding the homeless [ORGANIZATION].
READ MORE: [URL] [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [media portrayal]
racist: [No]
Reasoning: [The post is a factual report of an event where a family is taking a specific action (feeding the homeless) as a charitable intervention. It is presented as a news item, which constitutes a media portrayal of an action related to homelessness. The post does not contain any critique, questions, or racial bias.]"
[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [ORGANIZATION],south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment is a factual statement reporting that a mayor is discussing immigration policies. It does not mention homelessness, and therefore none of the specific critique, response, or perception categories apply. The statement itself contains no racial bias."
[USER] [USER] shut the fuck up man. this guy pretended he knew fucking eight languages. he doesn't. Look up how he treated homeless people in [ORGANIZATION] during [ORGANIZATION] in [ORGANIZATION]. he destroyed their possessions and put them on the streets when there weren't enough shelter beds for them,south bend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The user makes a specific factual claim about an individual's alleged mistreatment of homeless people (""he destroyed their possessions and put them on the streets""). This is used to express their strong negative opinion of that person. The critique points to a failure in the system, specifically the lack of shelter beds (Money Aid Allocation) and the actions of an authority figure in clearing them out (Government Critique). The comment contains no racial bias."
"[ORGANIZATION] is tackling the affordable housing crisis with a new initiative. 🏠 
[URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post makes a factual claim about a new initiative by an organization. This initiative is presented as a solution/intervention to the affordable housing crisis. The comment does not contain any critique, personal perception, or racial bias; it is a straightforward announcement."
"[USER] PERSON0 Yeah, about PERSON1...: [URL]",south bend,"Comment Type: [N/A]
Critique Category: [N/A]
Response Category: [N/A]
Perception Type: [N/A]
racist: [No]
Reasoning: The provided text is a reply that points to an external URL. The text itself does not contain any substantive content about homelessness to analyze. All the relevant information is presumably within the link, which was not provided. Therefore, it cannot be categorized according to the given criteria. It is classified as not racist because the provided text contains no racial bias."
"[USER] [USER] Read it all bitch 
[LOCATION]",south bend,"Comment Type: [express their opinion]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: [The comment is an aggressive directive aimed at another user, expressing the opinion that they should read some unstated material. It does not contain any specific claims, critiques, or perceptions about homelessness itself. The language is insulting but not racist.]"
"A huge shoutout to [ORGANIZATION]'s ORG1 for their generosity and hard work! They donated 19 sets of hats, gloves, and scarves to help keep the children at [ORGANIZATION] ORG2 warm [ORGANIZATION]. 💙 [URL]",south bend,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [none]
Response Category: [solutions/interventions]
Perception Type: [none]
racist: [No]
Reasoning: The post expresses a positive opinion (""huge shoutout"") about an organization's actions, provides a factual claim about the specific donation made, and observes the group's positive attributes (""generosity and hard work""). It describes a specific charitable action, which falls under solutions/interventions. It does not contain any critiques or racial bias."
"[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [URL]
Ikibatsi mutual net.",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment is not about homelessness. It reports a fact about a mayor discussing immigration policies. As the content does not pertain to homelessness, the specific critique, response, and perception categories are not applicable. There is no racial bias in the statement."
"[ORGANIZATION]'s [ORGANIZATION] and [ORGANIZATION] Mayor [PERSON] (D) discuss hot topics in the city including how the City of [ORGANIZATION] would handle President-Elect PERSON2's immigration policies, along with FAC0.

[URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: [government critique]
Response Category: []
Perception Type: [media portrayal]
racist: [No]
Reasoning: The post is a factual statement from a media organization announcing a discussion with a mayor about specific political topics, including government policies on immigration. It is a form of media portrayal, but it does not express any opinions, solutions, or personal perceptions itself. It falls under ""Government Critique"" because the topic of conversation is how a city will handle federal government policies."
URGENT: ‘Save Them All’? [ORGANIZATION] to Animal Abusers—Take Action DATE0! [URL] [USER],south bend,"Comment Type: Not Applicable
Critique Category: Not Applicable
Response Category: Not Applicable
Perception Type: Not Applicable
racist: No
Reasoning: The provided text is about animal abuse and a call to action related to an animal welfare organization. It does not contain any content about homelessness, so the requested categorization framework does not apply."
"Plans for a new 'FAC0' call for laundry facilities, a commercial kitchen and outdoor gathering space.

 [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: [N/A]
Response Category: [solutions/interventions]
Perception Type: [N/A]
racist: [No]
Reasoning: The post is a factual statement describing the features of a planned facility for the homeless. This represents a type of solution or intervention. The comment does not contain any critique, personal perception, or racial bias."
"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION] 

#SouthBend",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post provides factual information: the address and name of an organization. This organization likely serves as a resource or intervention for homelessness, thus fitting the ""solutions/interventions"" category. The comment is purely informational and does not contain any opinions, critiques, personal perceptions, or racial bias."
[ORGANIZATION]-based [ORGANIZATION] was founded to help farmers and the thousands of homeless organs in the East African country. [PERSON],south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment provides a factual statement about the founding purpose of an organization. It describes a specific intervention (the organization itself) aimed at helping a vulnerable population, which includes homeless individuals (assuming ""organs"" is a typo for ""orphans""). The comment does not contain any critique, specific perceptions, or racial bias."
[USER] [USER] dey lucky i aint [ORGANIZATION] i be eating like a homeless man that aint ate in [ORGANIZATION],south bend,"Comment Type: [express their opinion]
Critique Category: [N/A]
Response Category: [N/A]
Perception Type: [harmful generalization]
racist: [No]
Reasoning: The user is expressing their own state of hunger by using a simile. This simile relies on and reinforces a harmful generalization of people experiencing homelessness as perpetually and extremely starved. The comment does not critique any systems or offer solutions, and it does not contain any racial bias."
"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION] 

#[PERSON]",south bend,"Comment Type: [Provide a Fact or Claim]
Critique Category: [None]
Response Category: [None]
Perception Type: [None]
racist: [No]
Reasoning: The post consists only of an address, an organization's name, and a person's name as a hashtag. This is classified as ""Provide a Fact or Claim"" because it presents data points without any additional context, opinion, or narrative. Due to the lack of any descriptive or opinionated language, no other categories apply. There is no content to suggest any racial bias."
"all of [ORGANIZATION] designs are live, with any [ORGANIZATION] proceeds [PERSON] going to ORG2 in [ORGANIZATION]

[URL] [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post is a factual announcement about a fundraising effort. It describes a specific action (donating proceeds) intended as a solution or charitable intervention for homelessness. The post does not offer any critique, personal perception, or contain any racial bias."
"☘️🎁🎄Christmas Giving [DATE] is live🎄🎁☘️

Donate to [ORGANIZATION] in [ORGANIZATION] here: [URL]

Additional details: [URL] [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post is a factual announcement about a charity's Christmas donation drive. It is a direct call to action, which qualifies as a solution/intervention. It does not offer any critiques, perceptions, or contain racial bias."
The luncheon also gives a platform for people to tell their stories. [PERSON],south bend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: [N/A]
Response Category: [solutions/interventions]
Perception Type: [N/A]
racist: [No]
Reasoning: The comment provides a factual observation about an event's function. This event, a luncheon that provides a platform for storytelling, is described as a form of positive intervention. The statement is descriptive and does not contain any critique, specified perception type, or racial bias."
"Proceeds from the event will help [ORGANIZATION] continue to provide affordable housing and build community, organizers say. [URL] [URL]",south bend,"Comment Type: [provide a fact or claim, express others opinions]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: 
racist: [No]
Reasoning: The comment is a factual report on a charity event, stating the organizers' claim that proceeds will fund affordable housing. This describes a specific solution (housing) and the allocation of money towards it. The post is neutral, expressing the views of the organizers rather than the author, and contains no critique, specific perceptions, or racial bias."
"In honor of [ORGANIZATION] [DATE] in [ORGANIZATION], [ORGANIZATION] will donate $2 for every burger sold in [ORGANIZATION] to support our programs to end youth homelessness in our community!

Visit The ORG1 in central [ORGANIZATION] at [ADDRESS]. [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post provides a factual claim about a fundraising event where an organization will donate money to support programs aimed at ending youth homelessness. This qualifies as a solution/intervention. The post does not contain any critiques, specific perceptions of people experiencing homelessness, or racist content."
"I WANT THE [ORGANIZATION], I WANT THE PROPERTY_ I AM POSITIONED TO CONDEMN ALL OF SOUTH BEND OVER IT&gt; welcome to Judgement - im baby goddess of war, thats what ""angel"" you screwed over, raping me and making me homeless (dv survivor- healthcare worker)",south bend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [societal critique]
Response Category: []
Perception Type: [personal interaction, deserving/undeserving]
racist: [No]
Reasoning: The user expresses their strong opinion and anger about their situation. They make factual claims about their personal experience, stating they are a DV survivor, a former healthcare worker, and are now experiencing homelessness. This serves as an implicit critique of a society where someone with their background can end up in this situation, and they frame themselves as undeserving of this fate. The comment is based entirely on their personal interaction with homelessness, and there is no racial bias present."
"The purchase by the city should allow the long-planned, frequently-opposed project to move forward. [URL]",south bend,"Comment Type: [provide a fact or claim, express others opinions]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: [not in my backyard]
racist: [No]
Reasoning: The user provides a factual claim about a city's purchase for a ""project"" (a solution/intervention), which is an example of money aid allocation. By stating the project was ""frequently-opposed,"" it references the opinions of others and the ""Not in my Backyard"" phenomenon. The comment contains no racial bias."
"[PERSON] approved tax breaks for developers during their meeting [ORGANIZATION] [TIME].

[URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation, government critique]
Response Category: N/A
Perception Type: N/A
racist: [No]
Reasoning: The post provides a factual claim about a government official's action regarding tax breaks for developers. This serves as an implicit critique of government policy and the allocation of financial resources, which could otherwise be directed toward homelessness or affordable housing initiatives. The post does not fit any other category."
[ORGANIZATION] non-profit that supports the homeless could shut down GPE1GPE2  [URL],rockford,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post provides a factual claim about a non-profit, which provides solutions/interventions for the homeless, potentially shutting down. This implicitly relates to the topic of money aid allocation for such services. The comment does not contain any of the listed perception types or racial bias."
"PERSON0 Picture from when [PERSON] bulldozed over homeless encampments as the mayor of [ORGANIZATION], [PERSON]. Clearly, Democrats love destroying the few possessions belonging to the homeless. [URL]",south bend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [government critique]
Response Category: [N/A]
Perception Type: [harmful generalization]
racist: [No]
Reasoning: The post makes a factual claim about a politician's past actions and then expresses an opinion by making a harmful generalization about an entire political party's motives regarding homelessness. The critique is directed at a government figure and a political party, not societal norms or resource allocation. The comment does not contain any racial bias."
[ORGANIZATION] seeks funds to assist growing homeless population in [ORGANIZATION]. [URL],rockford,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post is a factual statement announcing a fundraising effort by an organization. It discusses the allocation of financial resources to address homelessness and implies this assistance is a form of intervention. The post does not fit any of the perception types and contains no racial bias."
"🎄Christmas Giving🎄 kickoff pod with [USER], talking playoff committee, [ORGANIZATION] gaslighting, [ORGANIZATION] and a lot more.

Listen: [ORGANIZATION] to ORG1 in [PERSON]: [URL] [URL]",south bend,"Comment Type: N/A
Critique Category: N/A
Response Category: N/A
Perception Type: N/A
racist: No
Reasoning: The post is an announcement for a podcast episode and does not contain any direct content, opinions, or analysis about homelessness itself. It only mentions ""Christmas Giving"" as a potential theme alongside other unrelated topics. Therefore, it does not fit any of the specified classification categories. The content does not contain any racial bias."
"Thank you, [ORGANIZATION] in [ORGANIZATION], for bringing the cheer to our residents at [ORGANIZATION] in [PERSON] with the donation of these festive wreaths and door decorations. [URL] [URL]",rockford,"Comment Type: provide a fact or claim, express their opinion
Critique Category: 
Response Category: solutions/interventions
Perception Type: personal interaction
racist: No
Reasoning: The post provides a factual claim about a donation being made and expresses a positive opinion (gratitude) for it. The donation itself is a charitable intervention. The content is based on a direct interaction between organizations and residents, and contains no critiques or racist language."
"[USER] can I get some marshal law in [ORGANIZATION]; [PERSON], [ORGANIZATION] , this college is sabotaging my name my housing  my health ,  they [ORGANIZATION]; think about to praising God or think they can say im not working so the police don't have a job to do.",rockford,"Comment Type: [provide a fact or claim, express their opinion, express others opinions]
Critique Category: [government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
racist: [No]
Reasoning: [The user makes a claim about their personal experience, alleging that a college is sabotaging their housing and health. This is a critique of a societal institution and an implicit critique of the government/police's inaction, for which they propose ""marshal law"" as an extreme solution. The comment is based on a personal interaction and contains no racial bias.]"
[USER] You should see downtown [ORGANIZATION]. Oh boy. You got the trap store ([ORGANIZATION]) across the [STREET] from the jail/[STREET] houses. The [INSTITUTION] is on the next block. They are selling right there on the [STREET].,rockford,"Comment Type: [provide an observation, provide a fact or claim, express their opinion]
Critique Category: [government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: [personal interaction, harmful generalization]
racist: [No]
Reasoning: The user is providing a personal observation of a downtown area, making claims about open drug dealing (""selling right there on the [STREET]""). This is an implicit critique of the government's failure to police the area (especially near a jail) and of the societal decay present. Calling an organization a ""trap store"" is a harmful generalization, associating a service provider with illegal activity. The comment does not contain any racial bias."
The $45 million project hopes to solve part of [ORGANIZATION]'s housing crisis. [URL],rockford,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post provides a factual statement about a specific project, its cost, and its intended purpose. This directly relates to the allocation of money and a proposed solution to the housing crisis. The comment is neutral and contains no personal opinions, perceptions, or racial bias."
"PERSON0 They've got all that affordable housing, but the downside is it's in [ORGANIZATION].",rockford,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: [not in my backyard]
racist: [No]
Reasoning: The user makes a claim about the existence of affordable housing (a solution/intervention) and expresses their opinion that its location is a ""downside."" This implies a critique of the organization/government body that decided on the location, which is a form of resource allocation. This sentiment is characteristic of a ""Not in my Backyard"" (NIMBY) perspective, expressing dissatisfaction with the placement of services for the homeless. There is no racist language present in the comment."
"[ORGANIZATION] for the Homeless in [ORGANIZATION] to honor those who passed away, highlighting [ORGANIZATION] Memorial Day. [URL]",rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The post is a factual statement announcing a memorial event for homeless individuals. It does not express an opinion, offer a critique, or discuss perceptions of homelessness. It is a neutral, informational post with no racial bias."
