Comment,City,Raw Response
"DATE0, advocates for the homeless ventured through [ORGANIZATION] to conduct a pandemic-modified Point-in-Time Count. The DATE1 DATE2 process strives to enumerate people living outdoors, or in non-habitable shelters like abandoned houses, vehicles and RVs parked in vacant lots. The co-chairs of ORG0Bethany [ORGANIZATION] Director [PERSON] and [ORGANIZATION] Commissioner [PERSON]  led other volunteers to find people in those situations. That survey process continues through [ORGANIZATION].",southbend,"Comment Type: provide a fact or claim, provide an observation  
Critique Category: [none]  
Response Category: [none]  
Perception Type: [none]  
racist: No  
Reasoning: The content describes the actions of advocates conducting a Point-in-Time Count to enumerate people experiencing homelessness, providing factual information and observations about the process. There is no critique, solution, perception, or racial bias present."
"He will also establish navigator services to help tenants find and secure housing. Additionally, [ORGANIZATION] plans to cut the homeless population in half using existing federal resources coupled with initiatives by local governments. He wants to double federal spending on homelessness from under 3 billion to 6 billion DATE0. He says he will increase federal support for housing-first strategies and provide housing-search support and short-term rental assistance. As preventative measures, he wants to expand the promotion of rapid-rehousing and permanent supportive housing, providing stability to the chronically homeless to address issues such as substance use disorder and mental-health services where needed and serving as a bridge to rental assistance. He will also integrate homeless support with critical wrap-around services and expand federal grants to cities that implement effective homelessness prevention programs. In order to increase housing supply, [ORGANIZATION] plans on increasing funding for the Low Income Housing Tax Credit and prioritizing new transportation funding for areas that have undertaken progressive zoning reform and reward municipalities that support affordable housing development in neighborhoods with good schools, transportation, and economic opportunity. He will also provide funding for public housing by streamlining [ORGANIZATION] program and increasing funding to [ORGANIZATION].",southbend,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment outlines a series of proposed actions and policy changes regarding homelessness, including funding increases, specific interventions, and support services. It provides factual claims about planned initiatives and expresses the speaker's (or organization's) intentions, which can be interpreted as expressing their opinion about what should be done. The critique focuses on government action and allocation of money/resources. The comment does not reference personal interactions, media portrayals, NIMBYism, harmful generalizations, or deservingness, nor does it contain racial bias."
"These dogs were homeless before Hurricane Harvey flooded the [ORGANIZATION] area, where pet shelters are scrambling to make room for pets who have been separated from their people by the floods.",southbend,"Comment Type: provide a fact or claim, provide an observation  
Critique Category: [none]  
Response Category: [none]  
Perception Type: [none]  
racist: No  
Reasoning: The comment states factual information and observations about the situation of homeless dogs and the impact of Hurricane Harvey on pet shelters. There is no critique, proposed solution, perception type, or racial bias present."
"While anyone who qualifies for affordable housing can apply for residency at the hotel, preference is given to artists.",southbend,"Comment Type: provide a fact or claim  
Critique Category: [none]  
Response Category: [none]  
Perception Type: [none]  
racist: No  
Reasoning: The statement provides a factual claim about the application process for affordable housing at the hotel, specifically noting a preference for artists. There is no critique, response, perception, or racial bias present."
Drug addiction. Homelessness. Poverty.,southbend,"Comment Type: provide an observation  
Critique Category: none  
Response Category: none  
Perception Type: none  
racist: No  
Reasoning: The comment simply lists three social issues without elaboration, making it an observation. There is no critique, response, perception, or racial bias present."
"Anyone familiar with harsh [ORGANIZATION] conditions can appreciate how difficult it is for people living on the streets, especially overnight, to stay warm, said [ORGANIZATION], director of events for [ORGANIZATION]. Efforts such as [ORGANIZATION] that provide help that doesnt have to be searched out, [PERSON] said, is just such a kindness.",southbend,"Comment Type: [provide an observation, express their opinion, express others opinions]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
racist: [No]
Reasoning: The comment shares an observation about the difficulty of living on the streets and expresses appreciation for interventions that proactively help people experiencing homelessness. It references the opinion of an organizational director and highlights a specific solution (help that doesn't have to be searched out). There is no critique of government, money allocation, or society, and no racial bias is present. The perspective is informed by familiarity with the conditions, suggesting personal interaction."
"The survey opens up funding that will help establish a day center for the homeless at [ORGANIZATION]. There, people will be able warm up or cool down in adverse weather, rest on cots, collect mail and access computers, showers and a laundry.",southbend,"Comment Type: provide a fact or claim  
Critique Category: [none]  
Response Category: solutions/interventions  
Perception Type: [none]  
racist: No  
Reasoning: The comment provides factual information about the establishment of a day center for the homeless and the services it will offer, which constitutes a solution/intervention. There is no critique, perception type, or racial bias present."
"The fact that theyre even in a hotel. We live in [ORGANIZATION] we have thousands of homeless veterans. So, if you fought for this country, youre on the streets, but if you snuck in, youre in the suites. That doesnt inaudible.",southbend,"Comment Type: provide a fact or claim, express their opinion  
Critique Category: government critique, societal critique  
Response Category: none  
Perception Type: deserving/undeserving, harmful generalization  
racist: Yes  
Reasoning: The speaker claims that homeless veterans are on the streets while others (""if you snuck in"") are housed in hotels, expressing frustration and making a comparison that implies some people are more deserving of help than others. The phrase ""if you snuck in"" is a harmful generalization about immigrants or non-citizens and carries implicit racial/ethnic bias. The comment critiques government or societal priorities and expresses the opinion that veterans are unfairly neglected."
"Service to [ORGANIZATION] MarketORG1 [PERSON], [ORGANIZATION] ORG1 ORG2 [ORGANIZATION], [ORGANIZATION], [PERSON] the Forgotten",southbend,"Comment Type: provide an observation  
Critique Category: societal critique  
Response Category: solutions/interventions  
Perception Type: deserving/undeserving  
racist: No  
Reasoning: The phrase ""the Forgotten"" suggests an observation about how certain people (likely PEH) are overlooked by society, which is a societal critique. The mention of ""service"" implies some intervention or solution is being provided. The term ""Forgotten"" also implies a judgment about who is deserving of attention or help. There is no explicit or implicit racial bias present."
"I think they do not.78 [ORGANIZATION] Says [PERSON] is at All-Time High79 [ORGANIZATION] ambassador-at-large for international religious freedom, [ORGANIZATION], said [ORGANIZATION] that hostility toward Christians in the world has reached an all-time high. There is more persecution of Christians now, arguably than any time in the history of the world, and the Christian faith is the most persecuted faith in the world, by far, [PERSON] said in his keynote address at the sixth annual [ORGANIZATION] hosted by [ORGANIZATION] in [ORGANIZATION], DC.80 [ORGANIZATION] Member Proposes New Plan for Homeless Problem  Bus Homeless People Out of the City81 [ORGANIZATION] has a massive homeless problem, perhaps only second to [PERSON], [PERSON]. The city has already spent a fortune trying various things to solve the problem but nothing has been effective.",southbend,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: [not in my backyard, harmful generalization]
racist: [No]
Reasoning: The comment provides claims about the scale of homelessness and the ineffectiveness of spending (""spent a fortune... nothing has been effective""), which is both a fact/claim and an observation. It expresses an opinion about the effectiveness of interventions. There is critique of how money is allocated and an implicit critique of government efforts. The mention of ""bus homeless people out of the city"" suggests a ""not in my backyard"" attitude and could be seen as a harmful generalization about PEH. There is no explicit or implicit racial bias present."
"[ORGANIZATION] would mandate that a minimum of 75 percent of these foreclosed homes are sold directly to an individual owneroccupant, or to a community group that will rehabilitate the home and sell it directly to an owneroccupant. Her plans for tenants focus on rent-burdened households by investing 500 billion over [ORGANIZATION] to create, preserve, and rehabilitate over 3 million affordable housing units for lower-income families and her plan would lower rents by 10 percent. According to the [ORGANIZATION], [ORGANIZATION] has raised 82 million.",southbend,"Comment Type: provide a fact or claim  
Critique Category: money aid allocation  
Response Category: solutions/interventions  
Perception Type: [none]  
racist: No  
Reasoning: The comment provides factual claims about proposed policies and funding related to affordable housing and rent reduction, focusing on financial investment and specific interventions. There is no expression of opinion, critique of government or society, nor any racial bias or perception type present."
"I remember when I was [ORGANIZATION], we would go through our clothes for [DATE] time and see what we had, she said. Extra hats, gloves, whatever we can donate, and we would all go down to the [INSTITUTION] and give that to them.",southbend,"Comment Type: provide an observation, express their opinion  
Critique Category: [none]  
Response Category: solutions/interventions  
Perception Type: personal interaction  
racist: No  
Reasoning: The speaker shares a personal memory of donating clothes to people experiencing homelessness, which is both an observation and an expression of their own actions/opinions. The comment describes a charitable intervention (donating clothing). It is based on direct personal experience, with no critique or racial bias present."
"With his family living in a [INSTITUTION], [ORGANIZATION] chose the latter, figuring, he said, Im going to take this so I can get home and immediately assist my family.",southbend,"Comment Type: provide a fact or claim, express their opinion  
Critique Category: [none]  
Response Category: [none]  
Perception Type: deserving/undeserving  
racist: No  
Reasoning: The comment reports a factual situation (the family living in an institution) and expresses the individual's reasoning for their choice (to assist their family), which implies a judgment of deservingness. There is no critique of money, government, or society, nor is there a solution proposed. No racial bias is present."
"The program allows students from the medical school and [ORGANIZATION] to learn about the factors that impact community health and well-being while serving at local nonprofits. The students are working on solutions for solving problems, such as youth homelessness, lack of access to mental healthcare, and unhealthy eating habits.",southbend,"Comment Type: provide a fact or claim, provide an observation  
Critique Category: [none]  
Response Category: solutions/interventions  
Perception Type: [none]  
racist: No  
Reasoning: The comment describes a program where students learn about community health issues and work on solutions, including youth homelessness. It provides factual information and observations about the program's activities. There is no critique, personal perception, or racial bias present. The mention of students working on solutions places it in the solutions/interventions response category."
"Next to [ORGANIZATION] punt, PERSON1 offers the most modest plan among the major Democratic candidates. [ORGANIZATION] control and moreLast year in [ORGANIZATION], Senator [PERSON] introduced a 2.5 trillion plan to mitigate the growing housing crisis across the country. PERSON2 plans to invest 1.48 trillion in [ORGANIZATION] in order to create, preserve and rehabilitate permanently affordable housing units within mixed-income development. An additional 400 billion will be invested to build 2 million mixed-income social housing units also administered through [ORGANIZATION]. He also plans on investing an additional 500 million dollars in the [ORGANIZATION] ORG1 ORG2 Section 515 program, an existing rural rental housing loans program to provide affordable rental housing for very low-, low-, and moderate-income families, elderly persons, and persons with disabilities. PERSON2 calls for increasing funding for [ORGANIZATION] to 3 billion to build, preserve, and rehabilitate affordable housing in Indian country. PERSON2 also plans on investing 70 billion dollars in improving public housing, including to provide broadband services, and wants to repeal the Faircloth Amendment which does not allow [LOCATION] to construct new public housing units.",southbend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment provides factual information and observations about various political candidates’ plans and proposed funding allocations to address the housing crisis and homelessness, including specific dollar amounts and policy proposals. It critiques government approaches by comparing plans and referencing legislative barriers (e.g., the Faircloth Amendment). It discusses solutions/interventions through the description of proposed investments and policy changes. There is no personal interaction, media portrayal, NIMBYism, harmful generalization, or deserving/undeserving framing. No racial bias is present."
"Other contributions include 3,500 from [ORGANIZATION] a [ORGANIZATION]-based developer. PERSON1 A vow to cut homelessnessAs mayor of the nations largest city for [ORGANIZATION], [PERSON] oversaw the largest public housing authority in the country, ran a [INSTITUTION] system under a unique local legal right to shelter and helped regulate one of the largest biggest real-estate markets in the world. That gives him a deeper track record  for praise andor scrutiny  than any of the other candidates in the race, even the other mayors PERSON3, currently, and, formerly, PERSON4. That record is decidedly mixed. PERSON1 rezoned 40 percent of the city, but some of those zonings prevented any increase in affordable housing. His housing plan generated lots of units 165,000 but many of them were unaffordable to the neighborhoods in which they were built. He made big promises on reducing homelessness, but cut off the supply of Section 8 and public housing to the shelters. Until late in his term, he did little for NYCHA.PERSON1 laid out his housing plan for the nation in [LOCATION].",southbend,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: []
Perception Type: []
racist: No  
Reasoning: The comment provides facts and claims about PERSON1's record on homelessness and housing, observes the mixed results of his policies, and implicitly expresses an evaluative opinion about his effectiveness. It critiques government actions (policy decisions, promises vs. outcomes) and discusses allocation of housing resources (affordable units, Section 8, public housing). There is no mention of solutions/interventions, personal perceptions, or racial bias."
"But her profile grew after she spoke as a proponent of heavier regulations on banks, especially after the role they played in the [ORGANIZATION] financial crisis. Her plan revolves around four main goals reducing rents for lower- and middle- class families closing the racial barriers to housing that the federal government created [LOCATION] with redlining removing other kinds of discrimination from affordable housing and finally, ending FAC0 heavy influence on the housing market. Sen. [PERSON] plan promises 500 billion over DATE2 to build and rehabilitate affordable housing, with almost all of that going to [ORGANIZATION], a ORG1 affordable housing production program. The leftover cash includes over 500 million going into ORG2, 2.5 billion into the Indian Housing Block Grant9 and [ORGANIZATION], and 4 billion into creating a new grant called [ORGANIZATION], designed to help fund housing construction for middle-class families specifically in areas where affordable housing is scarce. A large portion of the 500 billion will be shouldered by private-public partnerships, which puts PERSON1 in line with President [PERSON] housing policy.11 To pay for the rest, the bill proposes a lower cap on the estate tax.",southbend,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [money aid allocation, government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: [deserving/undeserving]
racist: [No]
Reasoning: The passage provides factual claims and observations about a politician's housing plan, including funding allocations and policy goals. It critiques government and societal roles in housing discrimination (e.g., redlining) and discusses how money will be allocated. It describes interventions (building/rehabilitating housing, grants). The mention of closing racial barriers and targeting aid to certain groups touches on deserving/undeserving perceptions, but does not contain racial bias."
A homeless man came up to her while she was hanging more.,southbend,"Comment Type: provide an observation  
Critique Category: [none]  
Response Category: [none]  
Perception Type: personal interaction  
racist: No  
Reasoning: The comment describes a direct observation of a homeless man approaching someone, indicating a personal interaction. There is no critique, response, or racial bias present."
That is when [ORGANIZATION] decided to make the blankets and give them to the homeless.,southbend,"Comment Type: provide a fact or claim  
Critique Category:   
Response Category: solutions/interventions  
Perception Type:   
racist: No  
Reasoning: The comment states a factual claim about an organization making and distributing blankets to the homeless, which is a specific intervention. There is no critique, perception, or racial bias present."
"The funds could also be accessed during emergencies that cause delayed payments for rent. [ORGANIZATION] also plans to expand [ORGANIZATION] for developing affordable rental housing and investing in homeless assistance grants that provide emergency and long-term housing. She proposes a new federal tax credit, similar to [ORGANIZATION], to encourage investment in family-owned homes in distressed neighborhoods.",southbend,"Comment Type: provide a fact or claim  
Critique Category: money aid allocation  
Response Category: solutions/interventions  
Perception Type: [none]  
racist: No  
Reasoning: The comment describes specific plans and proposals for funding and interventions related to homelessness, focusing on financial aid and housing solutions. It does not express opinions, critique government or society, nor reference perceptions or racial bias."
[ORGANIZATION] A huge [ORGANIZATION] fire destroyed several historic buildings in downtown [PERSON]. Authorities say several people were left homeless.,southbend,"Comment Type: provide a fact or claim  
Critique Category: [none]  
Response Category: [none]  
Perception Type: [none]  
racist: No  
Reasoning: The comment is a straightforward news report providing factual information about a fire and its consequences, specifically that several people were left homeless. There is no critique, response, perception, or racial bias present."
Shes enlisted the help of her parents and her boyfriend to make homemade blankets and care baskets for the homeless in [ORGANIZATION]. She even set up a GoFundMe page to help raise money to purchase the supplies.,southbend,"Comment Type: provide a fact or claim, provide an observation  
Critique Category: [none]  
Response Category: solutions/interventions  
Perception Type: [none]  
racist: No  
Reasoning: The comment describes specific actions taken to help people experiencing homelessness (making blankets, care baskets, fundraising), which is both a factual claim and an observation. It does not critique government, society, or money allocation, nor does it express opinions or reference perceptions/stereotypes. There is no racial bias present."
"Delivered by [ORGANIZATION] By [ORGANIZATION]  [ORGANIZATION] ORG1 contributor [PERSON] went on the [STREET] for The [PERSON] Angle1 on [TIME]  and shared some horrifying insights about [ORGANIZATION], [PERSON]. Viewers of the new [PERSON] on the [STREET] segment were treated to scenes of boarded-up homes and filthy encampments populated by homeless people. Advertisement FREE",southbend,"Comment Type: provide a fact or claim, provide an observation  
Critique Category: societal critique  
Response Category: [none]  
Perception Type: media portrayal  
racist: No  
Reasoning: The comment describes a news segment showing boarded-up homes and encampments, which is an observation and a claim about the state of homelessness. It critiques society by highlighting the existence of such scenes. The focus is on how the media presents homelessness, not on personal experience or stereotypes. There is no racial bias present."
My first thought was to be reminded of the problem unrealized unrealizable? opportunity the homeless posed for [ORGANIZATION]. My second thought was to reread the piece and note that the head of the clique was previously expelled from ORG1 for internal subversion.,southbend,"Comment Type: provide an observation, express their opinion  
Critique Category: societal critique  
Response Category:   
Perception Type: deserving/undeserving  
racist: No  
Reasoning: The commenter reflects on their own thoughts about the ""opportunity"" the homeless present to an organization, which is an observation and an opinion. The mention of ""unrealized/unrealizable opportunity"" hints at a societal critique regarding how organizations view or utilize homelessness. The reference to the ""head of the clique"" being expelled for ""internal subversion"" suggests a judgment about deservingness or legitimacy within groups related to homelessness. There is no discussion of money, government, or explicit solutions, nor is there any racial bias present."
Some of those folks get addicted to drugs or alcohol. Others wind up homeless. Some face both predicaments.,southbend,"Comment Type: provide a fact or claim, provide an observation  
Critique Category: [none]  
Response Category: [none]  
Perception Type: [none]  
racist: No  
Reasoning: The comment presents observations and claims about the causes of homelessness (addiction, homelessness, or both), without expressing an opinion, critique, or referencing solutions. There is no racial bias or stereotype present."
"Two efforts revved up [ORGANIZATION] to connect the homeless and addicted to services in [ORGANIZATION]. Though separate, the projects target a widening sea of people in need in [ORGANIZATION] and the surrounding region. Both could use a boost of support from a community that already has given so much since [PERSON] began sweeping through [PERSON].",southbend,"Comment Type: provide a fact or claim, provide an observation, express their opinion  
Critique Category: societal critique  
Response Category: solutions/interventions  
Perception Type: deserving/undeserving  
racist: No  
Reasoning: The comment describes two efforts to connect homeless and addicted individuals to services, which is a factual claim and observation. It also expresses an opinion by suggesting both projects ""could use a boost of support,"" implying a value judgment. The mention of community support and the need for more hints at societal critique, as it reflects on the community's role and response. The reference to ""people in need"" and the call for more support suggests a perception of deservingness. There is no explicit or implicit racial bias present."
"The case of [ORGANIZATION] v. PERSON1, a case I litigated, dealt with the 10 [ORGANIZATION] monument that stands on the state FAC0 grounds. Its been there since [ORGANIZATION] in [ORGANIZATION], an individual plaintiff, an atheist, a homeless man filed a lawsuit seeking to tear down the [ADDRESS] to [ORGANIZATION]. It was decided 5-4, four justices were willing to say enough fact send in the bulldozers and tear down that monument because you cant gaze on the image of the 10 [ORGANIZATION] on public land.",southbend,"Comment Type: provide a fact or claim, provide an observation, express their opinion  
Critique Category: government critique  
Response Category:   
Perception Type: deserving/undeserving  
racist: No  
Reasoning: The speaker recounts a legal case involving a homeless plaintiff challenging a religious monument on state grounds, providing facts and observations about the case and the court's decision. The tone suggests disapproval of the justices willing to remove the monument, expressing an opinion about the appropriateness of their stance. The critique is directed at government (the court's decision-making). The mention of the plaintiff being homeless in the context of challenging the monument may imply a judgment about the plaintiff's standing or deservingness, but there is no explicit racial bias. No solutions or interventions are discussed."
"[ORGANIZATION] found that in [ORGANIZATION], 38 percent of all renter households were rent burdened, an increase of about 19 percent from [LOCATION]. In [ORGANIZATION], [PERSON], where Democratic hopeful [ORGANIZATION] is mayor, there are 400 homeless households. In former Mayor [PERSON] town, there are nearly 60,000 people living in homeless shelters. According to [ORGANIZATION], almost 7 million housing units are needed to make up for the lack of affordable housing stock in the country. DATE2, the [ORGANIZATION] administration took steps that could have a heavy impact on the future of housing, such as creating ORG2, chaired by [ORGANIZATION], which will look at ways to reform local zoning laws that prevent the construction of multifamily housing units. [ORGANIZATION], [ORGANIZATION] proposed a revision to the [ORGANIZATION] administrations anti-discrimination Affirmatively Furthering Fair Housing rule Secretary [PERSON] proposed that rules implementation and method be left up to local jurisdictions rather than the federal government. Some candidates have come up with comprehensive, ambitious housing plans while others have proposed more modest responses. Housing policy experts and advocates say this is the first time in modern history that housing has become a main presidential issue and also the first time moderators asked a question about affordable [PERSON]g during a nationally televised Democratic presidential debates. The core of the crisis is the lack of affordable housing for lower income households, and voters are interested in knowing the candidates housing plans before they make a vote, says [PERSON], the president and CEO of [LOCATION]. In some cities and towns, there are enough apartments or housing-but there are not enough households who can afford those housing units.",southbend,"Comment Type: [provide a fact or claim, provide an observation, express others opinions]
Critique Category: [money aid allocation, government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: [media portrayal, deserving/undeserving]
racist: [No]
Reasoning: The content provides multiple facts and claims about homelessness statistics, housing shortages, and policy changes. It observes trends (e.g., housing becoming a presidential issue) and references the opinions of experts and advocates. Critiques are present regarding government policy (e.g., zoning laws, anti-discrimination rules), societal issues (e.g., lack of affordable housing), and resource allocation (e.g., housing unit shortages). Solutions/interventions are discussed through mentions of proposed plans and policy reforms. Media portrayal is referenced by noting the issue's prominence in debates and coverage. The deserving/undeserving perception is implied in the discussion of who can afford housing. There is no evidence of racial bias in the content."
