Comment,City,Raw Response
"DATE0, advocates for the homeless ventured through [ORGANIZATION] to conduct a pandemic-modified Point-in-Time Count. The DATE1 DATE2 process strives to enumerate people living outdoors, or in non-habitable shelters like abandoned houses, vehicles and RVs parked in vacant lots. The co-chairs of ORG0Bethany [ORGANIZATION] Director [PERSON] and [ORGANIZATION] Commissioner [PERSON]  led other volunteers to find people in those situations. That survey process continues through [ORGANIZATION].",southbend,"Comment Type: [provide a fact or claim, provide an observation]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The passage describes the actions of advocates conducting a Point-in-Time Count to enumerate people experiencing homelessness, which is a factual account and an observation of their activities. It does not critique government, society, or money allocation, nor does it reference personal interaction, media portrayal, or stereotypes. The survey process is a form of intervention aimed at understanding and addressing homelessness. There is no racial bias present."
"These dogs were homeless before Hurricane Harvey flooded the [ORGANIZATION] area, where pet shelters are scrambling to make room for pets who have been separated from their people by the floods.",southbend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment provides factual information about the dogs being homeless before the hurricane and observes that shelters are struggling to accommodate pets separated from owners. It does not critique any system, propose a solution directly, or reference perceptions or race. The mention of shelters ""scrambling"" implies intervention efforts."
"Hes called for creating an independent agency to protect Section 8 renters from discriminatory landlords, fully funding the existing [ORGANIZATION] at 1 billion over [ORGANIZATION] and ensuring formerly incarcerated residents are not excluded from public housing options. [ORGANIZATION] wants to use 25,000 ORG1 units in [LOCATION] for homeless households and also double the funding for the ORG2 homelessness assistance grants to over 26 billion over DATE2 to build permanent supportive housing. Additionally, he plans on providing 500 million in funding to states and localities for homeless outreach programs. [ORGANIZATION] also wants to invest 50 billion over [ORGANIZATION] to provide grants for community land trusts and other shared equity homeownership models and invest an additional 15 billion to enact a 21st Century Homestead Act, which will revitalize abandoned properties and historically disadvantaged communities.",southbend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment lists specific proposed actions and funding amounts, which are factual claims about policy proposals. The overall tone expresses support for these interventions, indicating an opinion that these are positive steps. The focus on funding and resource allocation places it in the money aid allocation critique category, and the mention of creating agencies and enacting new acts critiques or suggests changes to government approaches. The proposals are all solutions/interventions. There is no indication of personal interaction, media portrayal, NIMBYism, harmful generalization, or deserving/undeserving framing. No racial bias is present."
"While anyone who qualifies for affordable housing can apply for residency at the hotel, preference is given to artists.",southbend,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The statement provides a factual claim about the application process for affordable housing at the hotel, noting that artists are given preference. It indirectly references a solution/intervention (affordable housing allocation). There is no critique, perception type, or racial bias present."
"The fact that theyre even in a hotel. We live in [ORGANIZATION] we have thousands of homeless veterans. So, if you fought for this country, youre on the streets, but if you snuck in, youre in the suites. That doesnt inaudible.",southbend,"Comment Type: [provide a fact or claim, express their opinion, provide an observation]
Critique Category: [money aid allocation, societal critique]
Response Category: []
Perception Type: [not in my backyard, deserving/undeserving]
racist: [Yes]
Reasoning: The speaker contrasts the treatment of homeless veterans with that of migrants (""if you fought for this country, you're on the streets, but if you snuck in, you're in the suites""), expressing frustration about perceived unfair allocation of resources (money aid allocation) and critiquing societal priorities. The comment implies that some people (veterans) are more deserving of help than others (migrants), and the language ""snuck in"" carries an implicit racial/ethnic bias, making the comment racist. The ""not in my backyard"" perception is present due to opposition to local aid for migrants over veterans."
Drug addiction. Homelessness. Poverty.,southbend,"Comment Type: [provide an observation]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment lists three social issues without elaboration, which constitutes an observation rather than a claim, opinion, or question. There is no critique, solution, perception, or racial bias present."
"Service to [ORGANIZATION] MarketORG1 [PERSON], [ORGANIZATION] ORG1 ORG2 [ORGANIZATION], [ORGANIZATION], [PERSON] the Forgotten",southbend,"Comment Type: [provide an observation]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment appears to be a fragmented statement, possibly a headline or note, mentioning service to an organization and referencing ""the Forgotten."" It does not present a clear fact, opinion, question, or critique, but rather observes or notes the existence of a service or group. There is no evidence of racial bias."
"Anyone familiar with harsh [ORGANIZATION] conditions can appreciate how difficult it is for people living on the streets, especially overnight, to stay warm, said [ORGANIZATION], director of events for [ORGANIZATION]. Efforts such as [ORGANIZATION] that provide help that doesnt have to be searched out, [PERSON] said, is just such a kindness.",southbend,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The speaker provides a factual statement about the harsh conditions, observes the difficulty of staying warm overnight, and expresses a positive opinion about efforts that proactively help. There is no critique, perception type, or racial bias present. The mention of helpful efforts fits under solutions/interventions."
"I think they do not.78 [ORGANIZATION] Says [PERSON] is at All-Time High79 [ORGANIZATION] ambassador-at-large for international religious freedom, [ORGANIZATION], said [ORGANIZATION] that hostility toward Christians in the world has reached an all-time high. There is more persecution of Christians now, arguably than any time in the history of the world, and the Christian faith is the most persecuted faith in the world, by far, [PERSON] said in his keynote address at the sixth annual [ORGANIZATION] hosted by [ORGANIZATION] in [ORGANIZATION], DC.80 [ORGANIZATION] Member Proposes New Plan for Homeless Problem  Bus Homeless People Out of the City81 [ORGANIZATION] has a massive homeless problem, perhaps only second to [PERSON], [PERSON]. The city has already spent a fortune trying various things to solve the problem but nothing has been effective.",southbend,"Comment Type: [express their opinion, express others opinions, provide a fact or claim]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment includes personal opinions (""I think they do not""), references to others' opinions (statements by ambassadors and city officials), and factual claims about homelessness and religious persecution. It critiques government spending and effectiveness (""The city has already spent a fortune... but nothing has been effective"") and mentions a proposed intervention (""Bus Homeless People Out of the City""). There is no racial bias present."
"The survey opens up funding that will help establish a day center for the homeless at [ORGANIZATION]. There, people will be able warm up or cool down in adverse weather, rest on cots, collect mail and access computers, showers and a laundry.",southbend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment describes the opening of funding and the specific services to be provided at a new day center for the homeless, which is a factual claim and an observation about what will be available. It discusses a solution/intervention but does not critique money allocation, government, or society, nor does it reference perceptions or contain racial bias."
"I remember when I was [ORGANIZATION], we would go through our clothes for [DATE] time and see what we had, she said. Extra hats, gloves, whatever we can donate, and we would all go down to the [INSTITUTION] and give that to them.",southbend,"Comment Type: [provide an observation, express their opinion, personal interaction]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
racist: [No]
Reasoning: The speaker recounts a personal memory of gathering and donating clothes to people experiencing homelessness, which is both an observation and an expression of their own experience and opinion. This describes a direct personal interaction and a charitable intervention, but does not critique any systems or display racial bias."
"[ORGANIZATION] would mandate that a minimum of 75 percent of these foreclosed homes are sold directly to an individual owneroccupant, or to a community group that will rehabilitate the home and sell it directly to an owneroccupant. Her plans for tenants focus on rent-burdened households by investing 500 billion over [ORGANIZATION] to create, preserve, and rehabilitate over 3 million affordable housing units for lower-income families and her plan would lower rents by 10 percent. According to the [ORGANIZATION], [ORGANIZATION] has raised 82 million.",southbend,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment provides factual claims about proposed mandates and investments in affordable housing, including specific funding amounts and intended outcomes (e.g., lowering rents, creating housing units). It discusses allocation of money and resources, and describes interventions aimed at addressing housing affordability. There is no expression of opinion, critique of government or society, nor any racial bias present."
"Other contributions include 3,500 from [ORGANIZATION] a [ORGANIZATION]-based developer. PERSON1 A vow to cut homelessnessAs mayor of the nations largest city for [ORGANIZATION], [PERSON] oversaw the largest public housing authority in the country, ran a [INSTITUTION] system under a unique local legal right to shelter and helped regulate one of the largest biggest real-estate markets in the world. That gives him a deeper track record  for praise andor scrutiny  than any of the other candidates in the race, even the other mayors PERSON3, currently, and, formerly, PERSON4. That record is decidedly mixed. PERSON1 rezoned 40 percent of the city, but some of those zonings prevented any increase in affordable housing. His housing plan generated lots of units 165,000 but many of them were unaffordable to the neighborhoods in which they were built. He made big promises on reducing homelessness, but cut off the supply of Section 8 and public housing to the shelters. Until late in his term, he did little for NYCHA.PERSON1 laid out his housing plan for the nation in [LOCATION].",southbend,"Comment Type: [provide a fact or claim, express their opinion, express others opinions]
Critique Category: [government critique, money aid allocation, societal critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The passage provides factual claims about PERSON1’s record (e.g., rezoning, housing units, Section 8/public housing cuts), expresses opinions about the mixed nature of his record, and references praise and scrutiny from others. It critiques government actions (policies, promises, and failures), discusses allocation of housing resources, and touches on societal impacts (affordability in neighborhoods). It also references solutions/interventions (housing plans, legal right to shelter). There is no racial bias present."
"With his family living in a [INSTITUTION], [ORGANIZATION] chose the latter, figuring, he said, Im going to take this so I can get home and immediately assist my family.",southbend,"Comment Type: [provide an observation, express their opinion, express others opinions]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [deserving/undeserving]
racist: [No]
Reasoning: The comment describes an individual's decision to accept an opportunity in order to help his family, which is an observation and also relays his reasoning (his opinion). It references his family's situation, implying a judgment about deservingness (he is acting to assist his family). There is no critique of systems or allocation, and no racial bias is present. The action taken is a form of intervention/solution for his family's situation."
"But her profile grew after she spoke as a proponent of heavier regulations on banks, especially after the role they played in the [ORGANIZATION] financial crisis. Her plan revolves around four main goals reducing rents for lower- and middle- class families closing the racial barriers to housing that the federal government created [LOCATION] with redlining removing other kinds of discrimination from affordable housing and finally, ending FAC0 heavy influence on the housing market. Sen. [PERSON] plan promises 500 billion over DATE2 to build and rehabilitate affordable housing, with almost all of that going to [ORGANIZATION], a ORG1 affordable housing production program. The leftover cash includes over 500 million going into ORG2, 2.5 billion into the Indian Housing Block Grant9 and [ORGANIZATION], and 4 billion into creating a new grant called [ORGANIZATION], designed to help fund housing construction for middle-class families specifically in areas where affordable housing is scarce. A large portion of the 500 billion will be shouldered by private-public partnerships, which puts PERSON1 in line with President [PERSON] housing policy.11 To pay for the rest, the bill proposes a lower cap on the estate tax.",southbend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [money aid allocation, government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The passage provides factual details about a housing plan (funding amounts, program names, policy mechanisms) and references the speaker’s advocacy and goals, which expresses an opinion about the importance of these issues. It critiques government-created racial barriers (government critique, societal critique) and discusses allocation of large sums of money (money aid allocation). The plan itself is a proposed intervention (solutions/interventions). There is no personal interaction, media portrayal, or harmful generalization, and no racial bias is present, though racial barriers are discussed as a policy issue."
"Delivered by [ORGANIZATION] By [ORGANIZATION]  [ORGANIZATION] ORG1 contributor [PERSON] went on the [STREET] for The [PERSON] Angle1 on [TIME]  and shared some horrifying insights about [ORGANIZATION], [PERSON]. Viewers of the new [PERSON] on the [STREET] segment were treated to scenes of boarded-up homes and filthy encampments populated by homeless people. Advertisement FREE",southbend,"Comment Type: [provide an observation, express their opinion, media portrayal]
Critique Category: [societal critique]
Response Category: []
Perception Type: [media portrayal, harmful generalization]
racist: [No]
Reasoning: The comment describes a media segment showing negative imagery of homelessness (""horrifying insights,"" ""filthy encampments""), which is both an observation and an expression of opinion. The focus on ""horrifying"" scenes and ""filthy"" conditions reflects a media portrayal that may reinforce harmful generalizations about PEH. There is an implicit societal critique in highlighting these conditions, but no explicit mention of government or money aid. No racial bias is present."
A homeless man came up to her while she was hanging more.,southbend,"Comment Type: [provide an observation]
Critique Category: []
Response Category: []
Perception Type: [personal interaction]
racist: [No]
Reasoning: The comment describes a direct observation of a homeless man approaching someone, indicating a personal interaction. There is no critique, solution, or racial bias present."
"Next to [ORGANIZATION] punt, PERSON1 offers the most modest plan among the major Democratic candidates. [ORGANIZATION] control and moreLast year in [ORGANIZATION], Senator [PERSON] introduced a 2.5 trillion plan to mitigate the growing housing crisis across the country. PERSON2 plans to invest 1.48 trillion in [ORGANIZATION] in order to create, preserve and rehabilitate permanently affordable housing units within mixed-income development. An additional 400 billion will be invested to build 2 million mixed-income social housing units also administered through [ORGANIZATION]. He also plans on investing an additional 500 million dollars in the [ORGANIZATION] ORG1 ORG2 Section 515 program, an existing rural rental housing loans program to provide affordable rental housing for very low-, low-, and moderate-income families, elderly persons, and persons with disabilities. PERSON2 calls for increasing funding for [ORGANIZATION] to 3 billion to build, preserve, and rehabilitate affordable housing in Indian country. PERSON2 also plans on investing 70 billion dollars in improving public housing, including to provide broadband services, and wants to repeal the Faircloth Amendment which does not allow [LOCATION] to construct new public housing units.",southbend,"Comment Type: [provide a fact or claim, express others opinions]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The passage details various candidates' and politicians' plans and proposals for addressing the housing crisis, including specific funding amounts and legislative changes. These are factual claims about proposed policies and investments, and they reference the opinions and plans of others (the candidates). The critique focuses on how money is allocated and implicitly critiques current government policy (e.g., the Faircloth Amendment). The content discusses solutions/interventions (funding, construction, policy changes). There is no personal perception or racial bias present."
"Two efforts revved up [ORGANIZATION] to connect the homeless and addicted to services in [ORGANIZATION]. Though separate, the projects target a widening sea of people in need in [ORGANIZATION] and the surrounding region. Both could use a boost of support from a community that already has given so much since [PERSON] began sweeping through [PERSON].",southbend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment provides factual information about two efforts to connect homeless and addicted individuals to services, and expresses an opinion that both projects could use more community support. It references solutions/interventions but does not critique government, money allocation, or society, nor does it reference any specific perception types or racial bias."
My first thought was to be reminded of the problem unrealized unrealizable? opportunity the homeless posed for [ORGANIZATION]. My second thought was to reread the piece and note that the head of the clique was previously expelled from ORG1 for internal subversion.,southbend,"Comment Type: [provide an observation, express their opinion, express others opinions]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The commenter shares their own thoughts and observations about the situation, referencing both their own reaction and the background of a group leader. There is no critique of money, government, or society, nor any mention of solutions, perceptions of PEH, or racial bias. The comment is introspective and analytical rather than prescriptive or critical."
"The funds could also be accessed during emergencies that cause delayed payments for rent. [ORGANIZATION] also plans to expand [ORGANIZATION] for developing affordable rental housing and investing in homeless assistance grants that provide emergency and long-term housing. She proposes a new federal tax credit, similar to [ORGANIZATION], to encourage investment in family-owned homes in distressed neighborhoods.",southbend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment provides factual information about proposed funding uses and policy plans (fact or claim), and the mention of proposals implies support or advocacy (opinion). It discusses allocation of funds and incentives (money aid allocation) and describes specific interventions (solutions/interventions). There is no reference to personal experience, media, stereotypes, or deservingness, and no racial bias is present."
[ORGANIZATION] A huge [ORGANIZATION] fire destroyed several historic buildings in downtown [PERSON]. Authorities say several people were left homeless.,southbend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment reports a factual event (a fire destroyed buildings and left people homeless) without expressing opinions, critiques, or proposing solutions. There is no mention of race or bias."
That is when [ORGANIZATION] decided to make the blankets and give them to the homeless.,southbend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment describes an action taken (making and giving blankets to the homeless), which is both a factual claim and an observation. It references a charitable intervention but does not critique any system or express opinions. There is no racial bias present."
"The case of [ORGANIZATION] v. PERSON1, a case I litigated, dealt with the 10 [ORGANIZATION] monument that stands on the state FAC0 grounds. Its been there since [ORGANIZATION] in [ORGANIZATION], an individual plaintiff, an atheist, a homeless man filed a lawsuit seeking to tear down the [ADDRESS] to [ORGANIZATION]. It was decided 5-4, four justices were willing to say enough fact send in the bulldozers and tear down that monument because you cant gaze on the image of the 10 [ORGANIZATION] on public land.",southbend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: [government critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment provides factual information about a legal case involving a homeless plaintiff and a government monument, and observes the close Supreme Court decision. It critiques government/legal actions regarding public land and religious symbols but does not discuss solutions, personal perceptions of homelessness, or contain racial bias."
Shes enlisted the help of her parents and her boyfriend to make homemade blankets and care baskets for the homeless in [ORGANIZATION]. She even set up a GoFundMe page to help raise money to purchase the supplies.,southbend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment describes specific actions taken by an individual to help people experiencing homelessness, including making blankets, care baskets, and fundraising. These are factual statements and observations about her activities. There is no critique, perception type, or racial bias present."
Some of those folks get addicted to drugs or alcohol. Others wind up homeless. Some face both predicaments.,southbend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment describes different outcomes (addiction, homelessness, or both) as factual statements and observations about people’s experiences, without expressing an opinion, critique, or proposing solutions. There is no racial bias present."
"[ORGANIZATION] currently provides subsidized coverage to 193,000 children and non-subsidized, or full-pay, coverage to 15,500 children. When it comes to affordable housing, [ORGANIZATION] needs to step it up, ORG3 say14 via PERSON0 of ORG1 In a new survey of the [ORGANIZATION] ORG3, a group of 50 prominent political and policy figures from across the state, nearly three quarters 73 percent said the state should dedicate 100 percent of the money in [LOCATION] to affordable housing instead of sweeping it for other uses. Many recommended subsidies for workforce housing, incentives for developers to build more affordable housing or using public land to sell or lease to developers who commit to building it. Others took a bolder approach like [ORGANIZATION], the executive director of advocacy group [ORGANIZATION]. PERSON2 insists the Governor veto any bill that spends [PERSON] dollars on anything other than affordable housing. Financial services sector bolsters [ORGANIZATION]s economic growth in [ORGANIZATION] via PERSON3 of ORG6 [ORGANIZATION]s economy remained strong in [LOCATION], and the financial service sector is partly to thank.",southbend,"Comment Type: [provide a fact or claim, express others opinions, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The passage provides facts about subsidized coverage and survey results, expresses the opinions of policy figures and advocacy groups about how funds should be allocated, and includes recommendations for solutions such as subsidies and incentives for affordable housing. It critiques government spending priorities (money aid allocation, government critique) and discusses interventions (solutions/interventions). There is no personal interaction, media portrayal, or harmful generalization, and no racial bias is present."
"Crowd seems very large, very impressive but also very white-an obstacle he will have to overcome. PERSON0 [PERSON] considers legal options with homeless under FAC0 GPE0 Tribune8. DATE1 after removing wooden pallets that the homeless were using for beds under the FAC0 viaduct, the city was still letting people camp there DATE2. Shortly after the city destroyed the pallets [TIME], people returned and set up new encampments with cardboard boxes, bedding and assorted possessions. Mayor [PERSON] doesnt want that happening either, and he said his administrations attorneys were researching whether [ORGANIZATION] public nuisance law authorizes the city to prohibit the encampments altogether.. PERSON3, founder of the nonprofit [ORGANIZATION], which secured the pallets from an [ORGANIZATION] food pantry and brought them to the viaduct, has called their confiscation and destruction by the city shameful. [ORGANIZATION] said the city didnt think it was taking anyones possessions, as [ORGANIZATION] has said.",southbend,"Comment Type: [provide a fact or claim, provide an observation, express their opinion, express others opinions]
Critique Category: [government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: [media portrayal]
racist: [No]
Reasoning: The comment provides facts about city actions (removal of pallets, legal considerations), observations about the crowd's demographics and encampment reformation, and expresses both the nonprofit founder's opinion (calling the confiscation shameful) and the city's perspective (not thinking they were taking possessions). There is critique of government actions (city's removal of pallets, legal maneuvers) and societal critique (implication of the crowd being ""very white"" as an obstacle). Solutions/interventions are referenced via the nonprofit's actions and city responses. The mention of the crowd's racial makeup is observational and not racially biased. Media portrayal is present in the reporting of these events."
