Comment,City,Comment Type,Critique Category,Response Category,Perception Type,racist,Reasoning,Raw Response,Comment_ask a genuine question,Comment_ask a rhetorical question,Comment_provide a fact or claim,Comment_provide an observation,Comment_express their opinion,Comment_express others opinions,Critique_money aid allocation,Critique_government critique,Critique_societal critique,Response_solutions/interventions,Perception_personal interaction,Perception_media portrayal,Perception_not in my backyard,Perception_harmful generalization,Perception_deserving/undeserving,Racist_Flag
"[USER] Even with the homeless in the middle of FAC0, [ORGANIZATION] is such a shit hole with the [ORGANIZATION]’s WORST stadium.",south bend,"provide an observation, express their opinion",societal critique,none,"[none]  
racist: No  
Reasoning: The commenter is expressing their negative opinion about the organization and its stadium, using the presence of homelessness as part of their criticism. They observe that homelessness is present even during a major event, implying a societal failure, but do not discuss solutions, resource allocation, or government policy. There is no racial bias present.",No,"The commenter is expressing their negative opinion about the organization and its stadium, using the presence of homelessness as part of their criticism. They observe that homelessness is present even during a major event, implying a societal failure, but do not discuss solutions, resource allocation, or government policy. There is no racial bias present.","Comment Type: provide an observation, express their opinion  
Critique Category: societal critique  
Response Category: [none]  
Perception Type: [none]  
racist: No  
Reasoning: The commenter is expressing their negative opinion about the organization and its stadium, using the presence of homelessness as part of their criticism. They observe that homelessness is present even during a major event, implying a societal failure, but do not discuss solutions, resource allocation, or government policy. There is no racial bias present.",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"The deal to build a new homeless intake center in [ORGANIZATION] is close to completion.
[URL]",south bend,provide a fact or claim,none,none,"[none]  
racist: No  
Reasoning: The comment simply states a factual update about the progress of a homeless intake center deal, without expressing opinions, critiques, or perceptions, and contains no racial bias.",No,"The comment simply states a factual update about the progress of a homeless intake center deal, without expressing opinions, critiques, or perceptions, and contains no racial bias.","Comment Type: provide a fact or claim  
Critique Category: [none]  
Response Category: [none]  
Perception Type: [none]  
racist: No  
Reasoning: The comment simply states a factual update about the progress of a homeless intake center deal, without expressing opinions, critiques, or perceptions, and contains no racial bias.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[USER] so my question is can we show at least a *LITTLE* bit of interest in [ORGANIZATION]'s homeless feat. addicted and mentally ill population? Like my personal idea was previously a recorded sit-down discussion between certain members of the [ORGANIZATION] and specific members of-,south bend,"ask a genuine question, express their opinion",,solutions/interventions,"[]
racist: [No]
Reasoning: The speaker asks a sincere question about showing interest in the organization's homeless population and shares a personal idea for a solution (a recorded discussion). There is no critique of money, government, or society, nor any perception type or racial bias present.",No,"The speaker asks a sincere question about showing interest in the organization's homeless population and shares a personal idea for a solution (a recorded discussion). There is no critique of money, government, or society, nor any perception type or racial bias present.","Comment Type: [ask a genuine question, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The speaker asks a sincere question about showing interest in the organization's homeless population and shares a personal idea for a solution (a recorded discussion). There is no critique of money, government, or society, nor any perception type or racial bias present.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
PERSON0 You really want to go there with your “husbands” record on homelessness in [ORGANIZATION]?,south bend,"ask a rhetorical question, express their opinion",government critique,"Perception Type:   
racist: No  
Reasoning: The speaker uses a rhetorical question to challenge someone about their husband's record on homelessness, implying criticism of his actions or policies (government critique). The tone expresses the speaker's opinion but does not provide facts, solutions, or reference perceptions about PEH, nor does it contain racial bias.","racist: No  
Reasoning: The speaker uses a rhetorical question to challenge someone about their husband's record on homelessness, implying criticism of his actions or policies (government critique). The tone expresses the speaker's opinion but does not provide facts, solutions, or reference perceptions about PEH, nor does it contain racial bias.",No,"The speaker uses a rhetorical question to challenge someone about their husband's record on homelessness, implying criticism of his actions or policies (government critique). The tone expresses the speaker's opinion but does not provide facts, solutions, or reference perceptions about PEH, nor does it contain racial bias.","Comment Type: ask a rhetorical question, express their opinion  
Critique Category: government critique  
Response Category:   
Perception Type:   
racist: No  
Reasoning: The speaker uses a rhetorical question to challenge someone about their husband's record on homelessness, implying criticism of his actions or policies (government critique). The tone expresses the speaker's opinion but does not provide facts, solutions, or reference perceptions about PEH, nor does it contain racial bias.",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Sixplexes are one building type in FAC0, an affordable housing project currently under construction on [ORGANIZATION] east side [URL]",south bend,provide a fact or claim,none,none,"[none]  
racist: No  
Reasoning: The comment provides a factual statement about a specific affordable housing project and its building type. There is no critique, response, perception, or racial bias present.",No,"The comment provides a factual statement about a specific affordable housing project and its building type. There is no critique, response, perception, or racial bias present.","Comment Type: provide a fact or claim  
Critique Category: [none]  
Response Category: [none]  
Perception Type: [none]  
racist: No  
Reasoning: The comment provides a factual statement about a specific affordable housing project and its building type. There is no critique, response, perception, or racial bias present.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"[USER] I'd chose ol ""Mayor [PERSON]"" and ask him why he decided to screw up the traffic patterns in [ORGANIZATION] with his screwed up round abouts on [ORGANIZATION] and FAC0 instead of the poverty and homelessness issues that only got worse during his administration.",south bend,"ask a rhetorical question, express their opinion, provide a fact or claim",government critique,"Perception Type:   
racist: No  
Reasoning: The speaker rhetorically questions the mayor’s priorities, implying criticism rather than seeking an answer. They express their opinion about the mayor’s actions and claim that poverty and homelessness worsened during his administration. The focus is on critiquing government decisions, with no mention of solutions, personal interaction, media portrayal, or racial bias.","racist: No  
Reasoning: The speaker rhetorically questions the mayor’s priorities, implying criticism rather than seeking an answer. They express their opinion about the mayor’s actions and claim that poverty and homelessness worsened during his administration. The focus is on critiquing government decisions, with no mention of solutions, personal interaction, media portrayal, or racial bias.",No,"The speaker rhetorically questions the mayor’s priorities, implying criticism rather than seeking an answer. They express their opinion about the mayor’s actions and claim that poverty and homelessness worsened during his administration. The focus is on critiquing government decisions, with no mention of solutions, personal interaction, media portrayal, or racial bias.","Comment Type: ask a rhetorical question, express their opinion, provide a fact or claim  
Critique Category: government critique  
Response Category:   
Perception Type:   
racist: No  
Reasoning: The speaker rhetorically questions the mayor’s priorities, implying criticism rather than seeking an answer. They express their opinion about the mayor’s actions and claim that poverty and homelessness worsened during his administration. The focus is on critiquing government decisions, with no mention of solutions, personal interaction, media portrayal, or racial bias.",0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0
"This song is dedicated to all who are struggling, the disabled, the homeless, the lgbtq community, and everyone around the world that is suicidal or lost someone or a pet.. I want to tell all of you that I love you and everything will be ok..

[URL]",south bend,"express their opinion, express others opinions",,,"[]  
racist: [No]  
Reasoning: The commenter is expressing their own feelings of support and love toward marginalized groups, including people experiencing homelessness (PEH), and referencing the struggles of others. There is no critique, solution, or perception type present, and no racial bias is evident.",No,"The commenter is expressing their own feelings of support and love toward marginalized groups, including people experiencing homelessness (PEH), and referencing the struggles of others. There is no critique, solution, or perception type present, and no racial bias is evident.","Comment Type: [express their opinion, express others opinions]  
Critique Category: []  
Response Category: []  
Perception Type: []  
racist: [No]  
Reasoning: The commenter is expressing their own feelings of support and love toward marginalized groups, including people experiencing homelessness (PEH), and referencing the struggles of others. There is no critique, solution, or perception type present, and no racial bias is evident.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PERSON0 Have you researched how [PERSON] treated the homeless in [ORGANIZATION] during his two terms? [ORGANIZATION] swept encampments under a downtown overpass more than once and everything got trashed.,south bend,"ask a genuine question, provide a fact or claim, provide an observation",government critique,"Perception Type:   
racist: No  
Reasoning: The comment begins with a genuine question about [PERSON]'s treatment of the homeless, then provides a factual claim/observation about encampment sweeps and belongings being trashed. It critiques government actions but does not discuss solutions, personal interactions, media portrayal, or make generalizations. There is no racial bias present.","racist: No  
Reasoning: The comment begins with a genuine question about [PERSON]'s treatment of the homeless, then provides a factual claim/observation about encampment sweeps and belongings being trashed. It critiques government actions but does not discuss solutions, personal interactions, media portrayal, or make generalizations. There is no racial bias present.",No,"The comment begins with a genuine question about [PERSON]'s treatment of the homeless, then provides a factual claim/observation about encampment sweeps and belongings being trashed. It critiques government actions but does not discuss solutions, personal interactions, media portrayal, or make generalizations. There is no racial bias present.","Comment Type: ask a genuine question, provide a fact or claim, provide an observation  
Critique Category: government critique  
Response Category:   
Perception Type:   
racist: No  
Reasoning: The comment begins with a genuine question about [PERSON]'s treatment of the homeless, then provides a factual claim/observation about encampment sweeps and belongings being trashed. It critiques government actions but does not discuss solutions, personal interactions, media portrayal, or make generalizations. There is no racial bias present.",1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
"[USER] [USER] address how he treated homeless people in [ORGANIZATION] without pretending being a wealthy gay man who adopted children makes him a saint
[LOCATION]",south bend,"express their opinion, provide a fact or claim","government critique, societal critique","Perception Type: deserving/undeserving  
racist: No  
Reasoning: The commenter is criticizing an individual (likely a public figure) for their treatment of homeless people within an organization, implying that their personal life or image does not excuse their actions. This expresses an opinion and makes a claim about the individual's behavior. The critique targets both the individual's actions (possibly in a leadership or governmental role) and societal tendencies to overlook such behavior due to personal image. The mention of ""pretending... makes him a saint"" suggests a judgment about who deserves positive recognition, fitting the deserving/undeserving perception. There is no racial content present.","deserving/undeserving  
racist: No  
Reasoning: The commenter is criticizing an individual (likely a public figure) for their treatment of homeless people within an organization, implying that their personal life or image does not excuse their actions. This expresses an opinion and makes a claim about the individual's behavior. The critique targets both the individual's actions (possibly in a leadership or governmental role) and societal tendencies to overlook such behavior due to personal image. The mention of ""pretending... makes him a saint"" suggests a judgment about who deserves positive recognition, fitting the deserving/undeserving perception. There is no racial content present.",No,"The commenter is criticizing an individual (likely a public figure) for their treatment of homeless people within an organization, implying that their personal life or image does not excuse their actions. This expresses an opinion and makes a claim about the individual's behavior. The critique targets both the individual's actions (possibly in a leadership or governmental role) and societal tendencies to overlook such behavior due to personal image. The mention of ""pretending... makes him a saint"" suggests a judgment about who deserves positive recognition, fitting the deserving/undeserving perception. There is no racial content present.","Comment Type: express their opinion, provide a fact or claim  
Critique Category: government critique, societal critique  
Response Category:   
Perception Type: deserving/undeserving  
racist: No  
Reasoning: The commenter is criticizing an individual (likely a public figure) for their treatment of homeless people within an organization, implying that their personal life or image does not excuse their actions. This expresses an opinion and makes a claim about the individual's behavior. The critique targets both the individual's actions (possibly in a leadership or governmental role) and societal tendencies to overlook such behavior due to personal image. The mention of ""pretending... makes him a saint"" suggests a judgment about who deserves positive recognition, fitting the deserving/undeserving perception. There is no racial content present.",0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
[USER] [USER] It’s a [TIME] attempt to salvage [ORGANIZATION] presidential run because republicans know they are losing. [ORGANIZATION] is not a “sanctuary city” because we can’t barely get sanctuary for our own homeless people.,south bend,"express their opinion, provide a fact or claim","government critique, societal critique",,"[]
racist: No  
Reasoning: The commenter expresses their opinion about the political motivations behind an organization's actions and claims that their city cannot provide sanctuary for its own homeless population. This critiques both government and societal failures but does not propose solutions or reference personal interaction, media portrayal, or stereotypes. There is no racial bias present.",No,"The commenter expresses their opinion about the political motivations behind an organization's actions and claims that their city cannot provide sanctuary for its own homeless population. This critiques both government and societal failures but does not propose solutions or reference personal interaction, media portrayal, or stereotypes. There is no racial bias present.","Comment Type: [express their opinion, provide a fact or claim]
Critique Category: [government critique, societal critique]
Response Category: []
Perception Type: []
racist: No  
Reasoning: The commenter expresses their opinion about the political motivations behind an organization's actions and claims that their city cannot provide sanctuary for its own homeless population. This critiques both government and societal failures but does not propose solutions or reference personal interaction, media portrayal, or stereotypes. There is no racial bias present.",0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [ORGANIZATION],south bend,"provide a fact or claim, express others opinions",government critique,"Perception Type:   
racist: No  
Reasoning: The comment reports that a mayor is discussing the president-elect's immigration policies, which is a factual claim and references the mayor's opinions. It involves critique of government policy (immigration), but does not mention solutions, personal interaction, media portrayal, or stereotypes about homelessness. There is no racial bias present.","racist: No  
Reasoning: The comment reports that a mayor is discussing the president-elect's immigration policies, which is a factual claim and references the mayor's opinions. It involves critique of government policy (immigration), but does not mention solutions, personal interaction, media portrayal, or stereotypes about homelessness. There is no racial bias present.",No,"The comment reports that a mayor is discussing the president-elect's immigration policies, which is a factual claim and references the mayor's opinions. It involves critique of government policy (immigration), but does not mention solutions, personal interaction, media portrayal, or stereotypes about homelessness. There is no racial bias present.","Comment Type: provide a fact or claim, express others opinions  
Critique Category: government critique  
Response Category:   
Perception Type:   
racist: No  
Reasoning: The comment reports that a mayor is discussing the president-elect's immigration policies, which is a factual claim and references the mayor's opinions. It involves critique of government policy (immigration), but does not mention solutions, personal interaction, media portrayal, or stereotypes about homelessness. There is no racial bias present.",0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
"[USER] [USER] Actually, I think this is a cool idea. Like dorm-style living, but for adults. If it revitalizes mall space, helps local businesses, alleviates a shortage of affordable housing (especially for young adults or seniors) and ISN'T MANDATED BY THE GOVERNMENT, I say go for it!",south bend,"express their opinion, provide an observation",government critique,solutions/interventions,"[]
racist: [No]
Reasoning: The commenter expresses a positive opinion about the idea of dorm-style living for adults as a solution to housing shortages, noting potential benefits (revitalizing malls, helping businesses, alleviating housing shortages). The emphasis on ""ISN'T MANDATED BY THE GOVERNMENT"" signals a critique of government involvement. No personal interaction, media portrayal, or harmful generalization is present, and there is no racial bias.",No,"The commenter expresses a positive opinion about the idea of dorm-style living for adults as a solution to housing shortages, noting potential benefits (revitalizing malls, helping businesses, alleviating housing shortages). The emphasis on ""ISN'T MANDATED BY THE GOVERNMENT"" signals a critique of government involvement. No personal interaction, media portrayal, or harmful generalization is present, and there is no racial bias.","Comment Type: [express their opinion, provide an observation]
Critique Category: [government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The commenter expresses a positive opinion about the idea of dorm-style living for adults as a solution to housing shortages, noting potential benefits (revitalizing malls, helping businesses, alleviating housing shortages). The emphasis on ""ISN'T MANDATED BY THE GOVERNMENT"" signals a critique of government involvement. No personal interaction, media portrayal, or harmful generalization is present, and there is no racial bias.",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
[USER] [USER] shut the fuck up man. this guy pretended he knew fucking eight languages. he doesn't. Look up how he treated homeless people in [ORGANIZATION] during [ORGANIZATION] in [ORGANIZATION]. he destroyed their possessions and put them on the streets when there weren't enough shelter beds for them,south bend,"provide a fact or claim, express their opinion","government critique, societal critique",,"[deserving/undeserving]  
racist: [No]  
Reasoning: The commenter claims the subject mistreated homeless people by destroying their possessions and evicting them without adequate shelter, which is a factual claim and expresses a negative opinion. The critique targets the actions of someone in authority (likely government or organizational leadership) and implies a societal failure to care for the homeless. The mention of destroying possessions and evicting people when there were not enough beds suggests a judgment about who deserves help. There is no racial bias present.",No,"The commenter claims the subject mistreated homeless people by destroying their possessions and evicting them without adequate shelter, which is a factual claim and expresses a negative opinion. The critique targets the actions of someone in authority (likely government or organizational leadership) and implies a societal failure to care for the homeless. The mention of destroying possessions and evicting people when there were not enough beds suggests a judgment about who deserves help. There is no racial bias present.","Comment Type: [provide a fact or claim, express their opinion]  
Critique Category: [government critique, societal critique]  
Response Category: []  
Perception Type: [deserving/undeserving]  
racist: [No]  
Reasoning: The commenter claims the subject mistreated homeless people by destroying their possessions and evicting them without adequate shelter, which is a factual claim and expresses a negative opinion. The critique targets the actions of someone in authority (likely government or organizational leadership) and implies a societal failure to care for the homeless. The mention of destroying possessions and evicting people when there were not enough beds suggests a judgment about who deserves help. There is no racial bias present.",0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
