Comment,City,Comment Type,Critique Category,Response Category,Perception Type,racist,Reasoning,Raw Response,Comment_ask a genuine question,Comment_ask a rhetorical question,Comment_provide a fact or claim,Comment_provide an observation,Comment_express their opinion,Comment_express others opinions,Critique_money aid allocation,Critique_government critique,Critique_societal critique,Response_solutions/interventions,Perception_personal interaction,Perception_media portrayal,Perception_not in my backyard,Perception_harmful generalization,Perception_deserving/undeserving,Racist_Flag
"The deal to build a new homeless intake center in [ORGANIZATION] is close to completion.
[URL]",south bend,provide a fact or claim,,solutions/interventions,"[]  
racist: [No]  
Reasoning: The post simply states that a deal to build a new homeless intake center is nearing completion, which is a factual claim. It references a solution/intervention (the intake center) but does not critique money allocation, government, or society, nor does it express any perception type or racial bias.",No,"The post simply states that a deal to build a new homeless intake center is nearing completion, which is a factual claim. It references a solution/intervention (the intake center) but does not critique money allocation, government, or society, nor does it express any perception type or racial bias.","Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The post simply states that a deal to build a new homeless intake center is nearing completion, which is a factual claim. It references a solution/intervention (the intake center) but does not critique money allocation, government, or society, nor does it express any perception type or racial bias.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"[USER] Even with the homeless in the middle of FAC0, [ORGANIZATION] is such a shit hole with the [ORGANIZATION]’s WORST stadium.",south bend,"provide an observation, express their opinion",societal critique,,"[]
racist: [No]
Reasoning: The commenter is expressing a negative opinion about the city, referencing the presence of homeless people as part of their criticism. They observe the existence of homelessness but do not propose solutions or critique government or funding. There is no racial bias present. The critique is aimed at the general state of the city (societal critique), not specific policies or aid allocation.",No,"The commenter is expressing a negative opinion about the city, referencing the presence of homeless people as part of their criticism. They observe the existence of homelessness but do not propose solutions or critique government or funding. There is no racial bias present. The critique is aimed at the general state of the city (societal critique), not specific policies or aid allocation.","Comment Type: [provide an observation, express their opinion]
Critique Category: [societal critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The commenter is expressing a negative opinion about the city, referencing the presence of homeless people as part of their criticism. They observe the existence of homelessness but do not propose solutions or critique government or funding. There is no racial bias present. The critique is aimed at the general state of the city (societal critique), not specific policies or aid allocation.",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"[USER] I'd chose ol ""Mayor [PERSON]"" and ask him why he decided to screw up the traffic patterns in [ORGANIZATION] with his screwed up round abouts on [ORGANIZATION] and FAC0 instead of the poverty and homelessness issues that only got worse during his administration.",south bend,"ask a rhetorical question, express their opinion, provide a fact or claim","government critique, societal critique",,"[]
racist: [No]
Reasoning: The commenter rhetorically questions the mayor's priorities, expressing their opinion that the mayor focused on traffic changes instead of addressing worsening poverty and homelessness (fact/claim). This critiques government decisions and, by implication, societal priorities. There is no racial content. No solutions or specific perceptions about PEH are present.",No,"The commenter rhetorically questions the mayor's priorities, expressing their opinion that the mayor focused on traffic changes instead of addressing worsening poverty and homelessness (fact/claim). This critiques government decisions and, by implication, societal priorities. There is no racial content. No solutions or specific perceptions about PEH are present.","Comment Type: [ask a rhetorical question, express their opinion, provide a fact or claim]
Critique Category: [government critique, societal critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The commenter rhetorically questions the mayor's priorities, expressing their opinion that the mayor focused on traffic changes instead of addressing worsening poverty and homelessness (fact/claim). This critiques government decisions and, by implication, societal priorities. There is no racial content. No solutions or specific perceptions about PEH are present.",0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
[USER] so my question is can we show at least a *LITTLE* bit of interest in [ORGANIZATION]'s homeless feat. addicted and mentally ill population? Like my personal idea was previously a recorded sit-down discussion between certain members of the [ORGANIZATION] and specific members of-,south bend,"ask a genuine question, express their opinion, provide an observation",societal critique,solutions/interventions,"[personal interaction]
racist: [No]
Reasoning: The commenter asks a sincere question about showing interest in the homeless population, expresses their own idea (opinion) about a possible intervention (a recorded discussion), and observes the lack of interest. The critique is aimed at societal attitudes (lack of interest), and the proposed discussion is a solution/intervention. The mention of ""my personal idea"" suggests personal engagement. There is no racial bias present.",No,"The commenter asks a sincere question about showing interest in the homeless population, expresses their own idea (opinion) about a possible intervention (a recorded discussion), and observes the lack of interest. The critique is aimed at societal attitudes (lack of interest), and the proposed discussion is a solution/intervention. The mention of ""my personal idea"" suggests personal engagement. There is no racial bias present.","Comment Type: [ask a genuine question, express their opinion, provide an observation]
Critique Category: [societal critique]
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
racist: [No]
Reasoning: The commenter asks a sincere question about showing interest in the homeless population, expresses their own idea (opinion) about a possible intervention (a recorded discussion), and observes the lack of interest. The critique is aimed at societal attitudes (lack of interest), and the proposed discussion is a solution/intervention. The mention of ""my personal idea"" suggests personal engagement. There is no racial bias present.",1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
"Sixplexes are one building type in FAC0, an affordable housing project currently under construction on [ORGANIZATION] east side [URL]",south bend,provide a fact or claim,,solutions/interventions,"[]  
racist: [No]  
Reasoning: The post provides a factual statement about an affordable housing project under construction, which is a solution/intervention for housing issues. There is no critique, perception type, or racial bias present.",No,"The post provides a factual statement about an affordable housing project under construction, which is a solution/intervention for housing issues. There is no critique, perception type, or racial bias present.","Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The post provides a factual statement about an affordable housing project under construction, which is a solution/intervention for housing issues. There is no critique, perception type, or racial bias present.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
PERSON0 You really want to go there with your “husbands” record on homelessness in [ORGANIZATION]?,south bend,"ask a rhetorical question, express their opinion",government critique,,"[]
racist: [No]
Reasoning: The comment uses a rhetorical question to challenge someone about their husband's record on homelessness, implying criticism of his actions or policies. It expresses the speaker's opinion but does not provide facts, solutions, or reference perceptions about PEH. There is no racial bias present.",No,"The comment uses a rhetorical question to challenge someone about their husband's record on homelessness, implying criticism of his actions or policies. It expresses the speaker's opinion but does not provide facts, solutions, or reference perceptions about PEH. There is no racial bias present.","Comment Type: [ask a rhetorical question, express their opinion]
Critique Category: [government critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment uses a rhetorical question to challenge someone about their husband's record on homelessness, implying criticism of his actions or policies. It expresses the speaker's opinion but does not provide facts, solutions, or reference perceptions about PEH. There is no racial bias present.",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"This song is dedicated to all who are struggling, the disabled, the homeless, the lgbtq community, and everyone around the world that is suicidal or lost someone or a pet.. I want to tell all of you that I love you and everything will be ok..

[URL]",south bend,express their opinion,,,"[]
racist: [No]
Reasoning: The post expresses the speaker’s feelings of love and support for various marginalized groups, including the homeless, but does not provide facts, critique, or propose solutions. There is no racial bias or harmful generalization present.",No,"The post expresses the speaker’s feelings of love and support for various marginalized groups, including the homeless, but does not provide facts, critique, or propose solutions. There is no racial bias or harmful generalization present.","Comment Type: [express their opinion]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The post expresses the speaker’s feelings of love and support for various marginalized groups, including the homeless, but does not provide facts, critique, or propose solutions. There is no racial bias or harmful generalization present.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"[USER] [USER] address how he treated homeless people in [ORGANIZATION] without pretending being a wealthy gay man who adopted children makes him a saint
[LOCATION]",south bend,"ask a genuine question, express their opinion",societal critique,,"[deserving/undeserving]
racist: [No]
Reasoning: The commenter is challenging someone to address their treatment of homeless people, which is a genuine question, and also expresses an opinion by criticizing the person’s perceived self-image. The critique is aimed at societal attitudes (implying that wealth or adopting children does not excuse poor treatment of homeless people). There is an implicit judgment about who is deserving of praise or moral standing. No racial bias is present.",No,"The commenter is challenging someone to address their treatment of homeless people, which is a genuine question, and also expresses an opinion by criticizing the person’s perceived self-image. The critique is aimed at societal attitudes (implying that wealth or adopting children does not excuse poor treatment of homeless people). There is an implicit judgment about who is deserving of praise or moral standing. No racial bias is present.","Comment Type: [ask a genuine question, express their opinion]
Critique Category: [societal critique]
Response Category: []
Perception Type: [deserving/undeserving]
racist: [No]
Reasoning: The commenter is challenging someone to address their treatment of homeless people, which is a genuine question, and also expresses an opinion by criticizing the person’s perceived self-image. The critique is aimed at societal attitudes (implying that wealth or adopting children does not excuse poor treatment of homeless people). There is an implicit judgment about who is deserving of praise or moral standing. No racial bias is present.",1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
[USER] [USER] It’s a [TIME] attempt to salvage [ORGANIZATION] presidential run because republicans know they are losing. [ORGANIZATION] is not a “sanctuary city” because we can’t barely get sanctuary for our own homeless people.,south bend,"express their opinion, provide a fact or claim","government critique, societal critique",,"[deserving/undeserving]
racist: [No]
Reasoning: The commenter expresses their opinion about a political maneuver and claims the city cannot provide sanctuary for its own homeless people, critiquing both government and societal priorities. The mention of ""our own homeless people"" implies a deserving/undeserving distinction between local homeless and others (e.g., migrants), but there is no explicit racial bias.",No,"The commenter expresses their opinion about a political maneuver and claims the city cannot provide sanctuary for its own homeless people, critiquing both government and societal priorities. The mention of ""our own homeless people"" implies a deserving/undeserving distinction between local homeless and others (e.g., migrants), but there is no explicit racial bias.","Comment Type: [express their opinion, provide a fact or claim]
Critique Category: [government critique, societal critique]
Response Category: []
Perception Type: [deserving/undeserving]
racist: [No]
Reasoning: The commenter expresses their opinion about a political maneuver and claims the city cannot provide sanctuary for its own homeless people, critiquing both government and societal priorities. The mention of ""our own homeless people"" implies a deserving/undeserving distinction between local homeless and others (e.g., migrants), but there is no explicit racial bias.",0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
PERSON0 Have you researched how [PERSON] treated the homeless in [ORGANIZATION] during his two terms? [ORGANIZATION] swept encampments under a downtown overpass more than once and everything got trashed.,south bend,"ask a genuine question, provide a fact or claim, express their opinion",government critique,,"[]
racist: [No]
Reasoning: The commenter asks if the recipient has researched a politician's actions (genuine question), provides a claim about encampment sweeps and belongings being trashed, and expresses disapproval. The critique targets government actions/policies. No solutions are proposed, and there is no personal interaction, media discussion, or stereotyping. No racial bias is present.",No,"The commenter asks if the recipient has researched a politician's actions (genuine question), provides a claim about encampment sweeps and belongings being trashed, and expresses disapproval. The critique targets government actions/policies. No solutions are proposed, and there is no personal interaction, media discussion, or stereotyping. No racial bias is present.","Comment Type: [ask a genuine question, provide a fact or claim, express their opinion]
Critique Category: [government critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The commenter asks if the recipient has researched a politician's actions (genuine question), provides a claim about encampment sweeps and belongings being trashed, and expresses disapproval. The critique targets government actions/policies. No solutions are proposed, and there is no personal interaction, media discussion, or stereotyping. No racial bias is present.",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"Thanks to [ORGANIZATION] for inviting [USER] [ORGANIZATION]amp; I to join your table at the [USER] [ORGANIZATION]. After an especially cold night, it was wonderful to be surrounded by the warmth of many individuals who support caring for our unhoused neighbors. [PERSON]",south bend,"provide an observation, express their opinion",,solutions/interventions,"[]
racist: [No]
Reasoning: The comment shares a personal observation about attending an event and expresses appreciation for those supporting unhoused people, but does not critique systems or policies. It references support for interventions (caring for unhoused neighbors) but does not discuss allocation or critique. There is no racial content.",No,"The comment shares a personal observation about attending an event and expresses appreciation for those supporting unhoused people, but does not critique systems or policies. It references support for interventions (caring for unhoused neighbors) but does not discuss allocation or critique. There is no racial content.","Comment Type: [provide an observation, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment shares a personal observation about attending an event and expresses appreciation for those supporting unhoused people, but does not critique systems or policies. It references support for interventions (caring for unhoused neighbors) but does not discuss allocation or critique. There is no racial content.",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"[USER] [USER] Actually, I think this is a cool idea. Like dorm-style living, but for adults. If it revitalizes mall space, helps local businesses, alleviates a shortage of affordable housing (especially for young adults or seniors) and ISN'T MANDATED BY THE GOVERNMENT, I say go for it!",south bend,"express their opinion, provide an observation",government critique,solutions/interventions,"[]
racist: [No]
Reasoning: The commenter expresses their positive opinion about the idea, observes potential benefits (revitalizing mall space, helping businesses, alleviating housing shortage), and specifically notes approval as long as it is not mandated by the government, which is a critique of government involvement. The comment discusses a solution/intervention (dorm-style living for adults) but does not reference any racial bias.",No,"The commenter expresses their positive opinion about the idea, observes potential benefits (revitalizing mall space, helping businesses, alleviating housing shortage), and specifically notes approval as long as it is not mandated by the government, which is a critique of government involvement. The comment discusses a solution/intervention (dorm-style living for adults) but does not reference any racial bias.","Comment Type: [express their opinion, provide an observation]
Critique Category: [government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The commenter expresses their positive opinion about the idea, observes potential benefits (revitalizing mall space, helping businesses, alleviating housing shortage), and specifically notes approval as long as it is not mandated by the government, which is a critique of government involvement. The comment discusses a solution/intervention (dorm-style living for adults) but does not reference any racial bias.",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
[USER] [USER] shut the fuck up man. this guy pretended he knew fucking eight languages. he doesn't. Look up how he treated homeless people in [ORGANIZATION] during [ORGANIZATION] in [ORGANIZATION]. he destroyed their possessions and put them on the streets when there weren't enough shelter beds for them,south bend,"express their opinion, provide a fact or claim",government critique,,"[personal interaction]
racist: [No]
Reasoning: The commenter expresses a strong negative opinion about a person’s behavior and provides a claim about how homeless people were treated (destroying possessions, lack of shelter beds). The critique is directed at government actions/policies. The mention of direct actions toward homeless people suggests a personal interaction or firsthand account. There is no racial bias present.",No,"The commenter expresses a strong negative opinion about a person’s behavior and provides a claim about how homeless people were treated (destroying possessions, lack of shelter beds). The critique is directed at government actions/policies. The mention of direct actions toward homeless people suggests a personal interaction or firsthand account. There is no racial bias present.","Comment Type: [express their opinion, provide a fact or claim]
Critique Category: [government critique]
Response Category: []
Perception Type: [personal interaction]
racist: [No]
Reasoning: The commenter expresses a strong negative opinion about a person’s behavior and provides a claim about how homeless people were treated (destroying possessions, lack of shelter beds). The critique is directed at government actions/policies. The mention of direct actions toward homeless people suggests a personal interaction or firsthand account. There is no racial bias present.",0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"[USER] [USER] HE WAS THE MAYOR. HE CALLED FOR THE SWEEPS. READ THE ARTICLE
[URL]",south bend,"provide a fact or claim, express their opinion",government critique,,"[]  
racist: [No]  
Reasoning: The commenter asserts that ""he was the mayor"" and ""he called for the sweeps, "" which is a factual claim about a person's actions in office. The use of all caps and directive language (""READ THE ARTICLE"") expresses their opinion or frustration. The mention of ""sweeps"" refers to government action toward homelessness, thus critiquing government policy. There is no indication of racial bias or other perception types present.",No,"The commenter asserts that ""he was the mayor"" and ""he called for the sweeps,"" which is a factual claim about a person's actions in office. The use of all caps and directive language (""READ THE ARTICLE"") expresses their opinion or frustration. The mention of ""sweeps"" refers to government action toward homelessness, thus critiquing government policy. There is no indication of racial bias or other perception types present.","Comment Type: [provide a fact or claim, express their opinion]  
Critique Category: [government critique]  
Response Category: []  
Perception Type: []  
racist: [No]  
Reasoning: The commenter asserts that ""he was the mayor"" and ""he called for the sweeps,"" which is a factual claim about a person's actions in office. The use of all caps and directive language (""READ THE ARTICLE"") expresses their opinion or frustration. The mention of ""sweeps"" refers to government action toward homelessness, thus critiquing government policy. There is no indication of racial bias or other perception types present.",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [ORGANIZATION],south bend,provide a fact or claim,,,"[express others opinions]
racist: [No]
Reasoning: The post simply states that the mayor is discussing the president-elect's immigration policies, which is a factual claim. There is no explicit critique, solution, or perception about homelessness, nor is there any racial bias present. The post references the mayor's opinions or statements, fitting ""express others opinions.""",No,"The post simply states that the mayor is discussing the president-elect's immigration policies, which is a factual claim. There is no explicit critique, solution, or perception about homelessness, nor is there any racial bias present. The post references the mayor's opinions or statements, fitting ""express others opinions.""","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: [express others opinions]
racist: [No]
Reasoning: The post simply states that the mayor is discussing the president-elect's immigration policies, which is a factual claim. There is no explicit critique, solution, or perception about homelessness, nor is there any racial bias present. The post references the mayor's opinions or statements, fitting ""express others opinions.""",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
