Comment,City,Raw Response
[USER] [USER] Thanks for the follow. I have family in [ORGANIZATION] and [PERSON]. My wife’s cousin is a Pastor at [ORGANIZATION] and my brother in law is a pastor in [PERSON]. He also runs the homeless mission there. If you are looking for a church feel free to reach out.,scranton,"Comment Type: [provide a fact or claim, express their opinion, express others opinions]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
racist: [No]
Reasoning: The commenter shares personal connections to pastors and a homeless mission, offers a church recommendation, and references others’ involvement in homelessness solutions. There is no critique or racial bias, but there is a personal interaction and mention of interventions (homeless mission)."
"[USER] [USER] [USER] Theres 200,000 [ORGANIZATION] homeless.  

There are 70,000 people in [PERSON].  

You want [ORGANIZATION] to build the equivalent of three GPE1s sprinkled among existing [ORGANIZATION] towns, cities and neighborhoods. 

I don't think you completely understand what an enormous task that is.",scranton,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [societal critique]
Response Category: []
Perception Type: [not in my backyard]
racist: [No]
Reasoning: The commenter provides numerical claims about homelessness and population, and expresses their opinion about the scale of the proposed solution, implying skepticism. The critique is societal, focusing on the feasibility and impact on communities. The ""sprinkled among existing towns"" phrase suggests resistance to integrating homeless populations locally, aligning with ""not in my backyard."" No racial bias is present."
"Are you kidding me?  This is a [ORGANIZATION] issue?

What about homeless?  What about inflation?  What about crime in [ORGANIZATION] and [PERSON] and GPE2?

Seriously?  [ORGANIZATION] and tampons? [URL]",scranton,"Comment Type: [ask a rhetorical question, express their opinion]
Critique Category: [government critique, societal critique]
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The commenter uses rhetorical questions to express disbelief and frustration, implying that the focus on the current issue (possibly about tampons) is misplaced compared to more pressing concerns like homelessness, inflation, and crime. This reflects both a critique of government priorities and societal focus, but does not propose solutions or reference personal interactions, media portrayals, or harmful generalizations. There is no explicit or implicit racial bias present."
"[USER] Buy a good used car for my friend who is driving a DATE0 Neon with no [ORGANIZATION], broken windows and a transmission ready to die.  She needs decent transportation and [ORGANIZATION] as she lives in [PERSON] and the heat is killing her.  She was homeless for [LOCATION] and trying to get back up. 😏",fayetteville,"Comment Type: [provide an observation, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
racist: [No]
Reasoning: The commenter shares a personal observation about their friend's difficult situation and expresses their opinion about her need for a better car. They mention her past experience with homelessness and suggest a solution (buying a car) to help her stability. There is no critique of money allocation, government, or society, and no racial bias is present. The post is based on direct personal interaction."
[USER] I don't really follow this s*** too much but I saw this headline [ORGANIZATION] homeless people so where are they supposed to go? what are they supposed to live? Does this guy have any idea how dumb he sounds now is he going to provide homes in a roof over these homeless?,scranton,"Comment Type: [ask a genuine question, ask a rhetorical question, express their opinion]  
Critique Category: [government critique]  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The commenter asks both genuine and rhetorical questions about where homeless people are supposed to go, expressing frustration and skepticism about a policy or statement. They critique the government or a specific official's approach and implicitly call for solutions (providing homes/roofs). There is no racial bias present."
"[USER] Pay attention to this, it’s happening [ORGANIZATION], [PERSON], [ORGANIZATION]-all [ORGANIZATION]-all of a sudden hundreds of homeless being “processed”. They are being registered to vote and probably cast a ballot, they are not all illegals.  Look at GPE3 near PERSON0 hometown of [PERSON].",scranton,"Comment Type: [provide a fact or claim, express their opinion, provide an observation]  
Critique Category: [government critique, societal critique]  
Response Category: []  
Perception Type: [harmful generalization, deserving/undeserving]  
racist: [Yes]  
Reasoning: The comment claims that ""hundreds of homeless"" are being ""processed"" and registered to vote, implying suspicion and wrongdoing. The phrase ""they are not all illegals"" introduces a harmful generalization about homeless people and migrants, and the use of ""illegals"" is racially charged and dehumanizing. The post critiques government or societal processes around voter registration and expresses suspicion about the motives. No solutions are proposed."
"[ORGANIZATION] buses 14 homeless people to FAC0 shelter, [PERSON] leaders extremely concerned 
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL]",fayetteville,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [societal critique]
Response Category: []
Perception Type: [not in my backyard, harmful generalization, deserving/undeserving]
racist: [No]
Reasoning: The post states a fact about homeless people being bused to a shelter and expresses an opinion by suggesting more groups (homeless, ex-inmates) should be sent to ""blue metros,"" implying a negative generalization about these groups and a desire to relocate them elsewhere (not in my backyard). The tone critiques societal handling of these populations but does not reference government or money allocation specifically. There is no explicit or implicit racial bias present."
"[ORGANIZATION] And you’ll probably make it your priority to hand over the keys to them to illegal immigrants. 

A priority would be not a single homeless veteran in the [ORGANIZATION]. Don’t think it’s that huge, [STREET] around [ORGANIZATION]. Those FAC0 soldiers deserve better than they’ve received!",fayetteville,"Comment Type: [express their opinion, provide a fact or claim, deserving/undeserving]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: [deserving/undeserving, harmful generalization]
racist: [Yes]
Reasoning: The commenter expresses their opinion that illegal immigrants are prioritized over homeless veterans, claims that veterans ""deserve better,"" and implies a solution (prioritizing veterans for housing). The post critiques government priorities and resource allocation. It contains a harmful generalization about ""illegal immigrants"" and frames veterans as more deserving, which is a deserving/undeserving perception. The language and framing (""hand over the keys to them to illegal immigrants"") carries implicit racial/national bias, thus classified as racist."
"Advocates concerned about busing [ORGANIZATION]'s homeless to [PERSON]
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL]",fayetteville,"Comment Type: [express their opinion, express others opinions]
Critique Category: [government critique, societal critique]
Response Category: []
Perception Type: [harmful generalization, deserving/undeserving, not in my backyard]
racist: [Yes]
Reasoning: The comment references advocates' concerns (express others opinions) and the speaker's own view (express their opinion) about busing homeless people, suggesting that not only migrants but also homeless and ex-inmates should be sent to ""blue metros."" This implies a critique of government or policy decisions (government critique) and societal attitudes (societal critique). The suggestion to ""add"" marginalized groups to buses is a harmful generalization and frames these groups as undesirable, reflecting ""not in my backyard"" and ""deserving/undeserving"" perceptions. The grouping of migrants, homeless people, and ex-inmates, especially in the context of ""blue metros,"" carries implicit racial bias, thus classified as racist."
"As [ORGANIZATION] white flag shelters run out of beds, city helps bus homeless to [PERSON] shelter 
(PLENTY OF OTHERS TO ADD TO BUSES HEADED FOR BLUE METROS!!  NOT ONLY ""MIGRANTS!!""  ADD: HOMELESS, EX-INMATES!!)
[URL] [USER]",fayetteville,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [government critique, societal critique]
Response Category: []
Perception Type: [harmful generalization, deserving/undeserving]
racist: [Yes]
Reasoning: The post provides a fact about shelters running out of beds and the city busing homeless people, but the parenthetical expresses an opinion with a sarcastic and negative tone, suggesting that not only migrants but also homeless people and ex-inmates should be sent to ""blue metros."" This implies a harmful generalization about these groups and frames them as burdens to be relocated elsewhere. The suggestion to ""add"" these groups to buses is dehumanizing and reflects societal and government critique. The inclusion of ""migrants,"" ""homeless,"" and ""ex-inmates"" together, especially in the context of ""blue metros,"" carries implicit racial and class bias, thus the post is classified as racist."
"BIG NEWS: A coalition of around 20 local companies, farms, [ORGANIZATION]; housing advocates receives a $23 million dollar federal grant to build innovative, affordable housing in [ORGANIZATION], [PERSON].

#ActOnClimate 

[URL]",scranton,"Comment Type: [provide a fact or claim]  
Critique Category: [money aid allocation]  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The post announces a federal grant awarded to a coalition for building affordable housing, which is a factual claim. It discusses allocation of money (grant funding) and describes a solution/intervention (building affordable housing). There is no critique of government or society, no personal or media perceptions, and no racial bias present."
"Homelessness concerns continue in [ORGANIZATION], [PERSON] [URL] via [USER]",scranton,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: []  
Perception Type: []  
racist: [No]  
Reasoning: The post simply states that concerns about homelessness are ongoing in a particular organization or area, referencing a source. It does not express an opinion, critique, suggest solutions, or make generalizations. There is no racial content."
A new housing development is intended to enhance affordable housing options for residents [ORGANIZATION] and older in [ORGANIZATION]. [PERSON],fayetteville,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The post states a factual claim about a new housing development aimed at increasing affordable housing for certain residents. It does not critique money allocation, government, or society, nor does it reference perceptions or racial bias. It does, however, mention a solution/intervention (the new housing development)."
New affordable housing development in the works for [ORGANIZATION]. Here's what to know. [URL],fayetteville,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The post shares information about a new affordable housing development, which is a factual claim and relates to a solution/intervention for housing issues. There is no critique, personal perception, or racial bias present."
[ORGANIZATION] listening to housing strategies | Click on the image to read the full story [URL],fayetteville,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The post states that [ORGANIZATION] is listening to housing strategies, which is a factual claim about an action being taken. It does not critique money, government, or society, but it does reference engagement with potential solutions/interventions (housing strategies). There is no personal perception or racial content present."
"Homelessness In [LOCATION], PA - Part 1 [URL] via [USER]",scranton,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: []  
Perception Type: []  
racist: [No]  
Reasoning: The post simply announces a topic (""Homelessness In [LOCATION], PA - Part 1"") and shares a link, likely to an article or thread. It provides a factual statement about the subject of the content but does not express an opinion, critique, or perception, nor does it contain any racial bias."
"The [ORGANIZATION] team attended the [USER] All Things Housing Summit DATE0. It was a great opportunity to share the resources that ORG1 offers to [ORGANIZATION]; property owners, &amp; to meet with other organizations offering affordable housing in [ORGANIZATION]. 🏘[PERSON]",rockford,"Comment Type: [provide an observation, provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The post describes attendance at a housing summit and sharing of resources, which is an observation and a factual claim about the event. It references organizations offering affordable housing, which relates to interventions/solutions, but does not critique money, government, or society, nor does it express any perception types or racial bias."
"PERSON0 Instead of peacocking on social media for your next job, how about you concentrate  on the gaggles of homeless people in [ORGANIZATION]?",scranton,"Comment Type: [ask a rhetorical question, provide a fact or claim, express their opinion]  
Critique Category: [societal critique]  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The commenter uses a rhetorical question to criticize PERSON0’s priorities, implying they should focus on homelessness instead of self-promotion. This expresses an opinion and makes a claim about the presence of homeless people. The critique targets societal priorities and public figures’ actions, and implicitly suggests a solution (focus on homelessness). There is no racial content."
"For this [ORGANIZATION]'s [ORGANIZATION] events, we're partnering with [ORGANIZATION] to divert reusable items from the landfill and support its mission to provide decent and affordable housing for ORG1.

Learn more, including what's accepted: [URL] [URL]",fayetteville,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post provides factual information about a partnership to divert reusable items and support affordable housing, and expresses support for the mission. It does not critique money allocation, government, or society, but does discuss a solution/intervention (diverting items to support housing). There is no personal interaction, media portrayal, NIMBYism, harmful generalization, or deserving/undeserving framing. No racial bias is present."
A man who police and prosecutors say shot at an occupied residence in [ORGANIZATION] was sentenced to [ORGANIZATION] in prison DATE1. [URL],fayetteville,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: []  
Perception Type: []  
racist: [No]  
Reasoning: The post reports a factual event about a man being sentenced for shooting at a residence. There is no explicit or implicit commentary on homelessness, resource allocation, government, society, solutions, or perceptions of people experiencing homelessness (PEH). There is also no racial bias present."
[USER] [USER] I used the address [ORGANIZATION] gave me  in [ORGANIZATION] when I was  homeless to vote twice for [ORGANIZATION],fayetteville,"Comment Type: [provide a fact or claim, personal interaction, express their opinion]  
Critique Category: []  
Response Category: []  
Perception Type: [personal interaction, harmful generalization]  
racist: [No]  
Reasoning: The commenter claims to have used a homeless shelter address to vote twice, presenting it as a personal experience (personal interaction, provide a fact or claim). The statement implies wrongdoing (voter fraud) associated with homelessness, which can contribute to harmful generalizations about people experiencing homelessness. There is no explicit critique of money, government, or society, nor is there a solution proposed. No racial bias is present."
"[ORGANIZATION] will become home to innovative, green affordable housing developments
[PERSON]",scranton,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The comment states that [ORGANIZATION] will have new affordable housing developments, which is a factual claim. It references a solution/intervention (affordable housing), but does not critique money allocation, government, or society, nor does it express opinions or perceptions about PEH. There is no racial content."
[USER] Who gives a damn if homeless people vote as long as they are not illegal immigrants. I was homeless and used the address the board of elections gave me to vote for [ORGANIZATION] twice in [ORGANIZATION] GPE1,fayetteville,"Comment Type: [express their opinion, provide a fact or claim, personal interaction]
Critique Category: []
Response Category: []
Perception Type: [deserving/undeserving, personal interaction]
racist: [No]
Reasoning: The commenter expresses their opinion about homeless people voting, shares a personal experience of voting while homeless, and makes a distinction between homeless citizens and ""illegal immigrants"" (implying a deserving/undeserving dichotomy). There is no explicit or implicit racial bias present."
"[ORGANIZATION] will probably never be able to compete again with smaller, regional cities in the single-family housing market, so it needs to find its niche, members of the city's [ORGANIZATION]. [URL]",fayetteville,"Comment Type: [provide a fact or claim, express others opinions]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post relays a claim about the city's housing market competitiveness and references the opinions of city organization members regarding the need to find a new niche. It does not critique money allocation, government, or society, but it does imply a need for strategic intervention (finding a niche) as a solution. There are no personal perceptions or racial elements present."
"[USER] can I get some marshal law in [ORGANIZATION]; [PERSON], [ORGANIZATION] , this college is sabotaging my name my housing  my health ,  they [ORGANIZATION]; think about to praising God or think they can say im not working so the police don't have a job to do.",rockford,"Comment Type: [ask a genuine question, express their opinion, provide an observation]
Critique Category: [societal critique]
Response Category: []
Perception Type: [personal interaction]
racist: [No]
Reasoning: The user appears to be asking (perhaps rhetorically) for martial law due to personal grievances involving housing and health, expressing frustration and sharing a personal observation about their situation. The critique is directed at societal systems (college, police, etc.), and the post is rooted in a personal experience. There is no evidence of racial bias."
[USER] Arrest them for what?  Are they registering Illegals to vote are they falsifying information? It's not illegal to Give homeless people an address to vote. [ORGANIZATION] gave me a [STREET] address  and I voted for [ORGANIZATION] twice in [ORGANIZATION] GPE1,fayetteville,"Comment Type: [ask a genuine question, provide a fact or claim, express their opinion, personal interaction]  
Critique Category: []  
Response Category: []  
Perception Type: [deserving/undeserving]  
racist: [No]  
Reasoning: The commenter asks a genuine question about what the arrestable offense would be, provides a claim about the legality of giving homeless people an address to vote, expresses their opinion that it is not illegal, and references their own experience voting with an address provided by an organization. There is no critique of money, government, or society, nor is there a solution proposed. The mention of ""Illegals"" and questioning the legitimacy of voting touches on the deserving/undeserving perception, but there is no explicit or implicit racial bias present."
"[USER] [USER] [ORGANIZATION] put a cap on them 
PERSON1 put a cap on them 
It is possible, do your research 

I'm not against people owning their own businesses.
However, we have a housing crisis.
Personally, I have a home BUT many people do not.",fayetteville,"Comment Type: [provide a fact or claim, express their opinion, provide an observation]
Critique Category: [societal critique]
Response Category: []
Perception Type: [personal interaction]
racist: [No]
Reasoning: The commenter references the possibility of ""putting a cap on them"" (likely referring to landlords or businesses), suggests research, and shares their own housing status while acknowledging others' lack of housing (observation and opinion). The mention of a housing crisis and the contrast between personal security and others' insecurity critiques societal conditions. There is no discussion of money allocation, government policy, or racial bias. The statement about having a home is a personal interaction with the issue."
"[USER] Facts [PERSON] board of elections when I was homeless gave me a [STREET] address when I was homeless and [ORGANIZATION] also allowed me to use the [STREET] address so I could get a [ORGANIZATION] id card.
I voted twice for [ORGANIZATION]",fayetteville,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: [personal interaction]  
racist: [No]  
Reasoning: The commenter shares a personal experience about being homeless and how organizations helped them obtain an address and ID, enabling them to vote. This is a factual claim and observation based on their own life, and it implicitly expresses appreciation for the support received (opinion). It highlights a solution/intervention (providing addresses/ID for homeless individuals), involves direct personal interaction, and contains no racial bias or critique of systems."
…I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church where I was Can you help? My friend did. When a nation’s citizens are denied care to foist political power through mass immigration then we need better policy.,scranton,"Comment Type: [provide an observation, express their opinion]
Critique Category: [government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: [personal interaction, deserving/undeserving]
racist: [No]
Reasoning: The commenter shares a personal observation about seeing homeless veterans and describes a direct interaction (the sheriff asking for help). They express an opinion critiquing national policy, suggesting that citizens are being neglected in favor of political goals related to immigration, which reflects both government and societal critique. The mention of their friend helping implies a solution/intervention. The reference to veterans and the contrast with immigrants invokes a deserving/undeserving perception, but there is no explicit or implicit racial bias."
[USER] Just have an officer in the polling [STREET] who can look up the poor or homeless without an Id and be able to look them up in the system and confirm their eligibility to vote (no felonies) we had homeless Id’s printed out on the spot in [ORGANIZATION] this could be done in house!,fayetteville,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [societal critique]
Response Category: [solutions/interventions]
Perception Type: [deserving/undeserving]
racist: [No]
Reasoning: The commenter provides a claim about a possible solution (officers verifying homeless voters’ eligibility and printing IDs), observes a past practice, and expresses their opinion that this could be implemented. The critique is societal, as it addresses how systems handle voting access for the homeless. The response is a proposed intervention. The mention of checking for felonies and eligibility introduces a deserving/undeserving perception, but there is no racial bias present."
"EVERY LIFE MATTERS 
DO WHAT YOU CAN
IT WILL BE ENOUGH
[URL]",fayetteville,"Comment Type: [express their opinion]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The comment expresses a personal value (""EVERY LIFE MATTERS"") and encourages action (""DO WHAT YOU CAN / IT WILL BE ENOUGH""), which suggests support for interventions or solutions. There is no critique of money, government, or society, nor any perception type or racial bias present."
Recent fire prompts addition to nuisance lawsuit over homeless camping situation in [ORGANIZATION] [URL],fayetteville,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: []  
Perception Type: [not in my backyard]  
racist: [No]  
Reasoning: The post reports a recent fire leading to an addition to a nuisance lawsuit regarding homeless camping. It provides a factual claim about an event and its legal consequence. The mention of a ""nuisance lawsuit"" over homeless camping suggests local opposition to homelessness in the area, fitting the ""not in my backyard"" perception. There is no critique of money, government, or society, no discussion of solutions, and no racial bias present."
How dose killing innocent people benefit the people of [ORGANIZATION] fixing roads making sure basic services are working making sure the state is functioning effectively making sure people of [ORGANIZATION] are[LOCATION] homeless make sure the people of [ORGANIZATION] have access to all the services [URL],scranton,"Comment Type: [ask a rhetorical question, express their opinion]
Critique Category: [government critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment uses rhetorical questioning to criticize actions (killing innocent people) instead of focusing on essential government functions like fixing roads and addressing homelessness. It expresses the speaker's opinion about government priorities and implicitly suggests solutions/interventions (providing services, addressing homelessness). There is no racial bias present."
"[ORGANIZATION] is the primary provider of assistance to people struggling with challenges like homelessness, poverty, abuse and addiction. [URL]",rockford,"Comment Type: [provide a fact or claim]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: []  
racist: [No]  
Reasoning: The comment states that the organization is the main provider of assistance for people facing issues such as homelessness, poverty, abuse, and addiction, which is a factual claim. It references the organization's role in providing solutions/interventions but does not critique money allocation, government, or society, nor does it express opinions or perceptions about PEH. There is no racial bias present."
[USER] Just what [ORGANIZATION] needs...another beggar.,scranton,"Comment Type: [express their opinion]  
Critique Category: []  
Response Category: []  
Perception Type: [not in my backyard, harmful generalization, deserving/undeserving]  
racist: [No]  
Reasoning: The comment expresses the user's negative opinion about the presence of another homeless person (""beggar"") in their area, implying opposition to local homelessness (""not in my backyard""), uses a dismissive label (""beggar"") that generalizes and stigmatizes, and suggests that the person is undeserving of help. There is no explicit or implicit racial bias present."
"[USER] Agree. I live in [PERSON]. We don't have GPE2 levels of homeless but those who are 97% of the time are homeless by choice. They won't give up drugs or alcohol, they won't pay taxes, they [ORGANIZATION] that life",fayetteville,"Comment Type: [express their opinion, provide a fact or claim, provide an observation]  
Critique Category: []  
Response Category: []  
Perception Type: [harmful generalization, deserving/undeserving, personal interaction]  
racist: [No]  
Reasoning: The commenter expresses their own opinion and makes a claim/observation based on their personal experience, asserting that most homeless people in their area are ""homeless by choice"" and attributing this to substance use and unwillingness to pay taxes. This reflects harmful generalizations and judgments about deservingness, as well as referencing personal interaction. There is no explicit or implicit racial bias present."
"Fun, family friendly, free admission &amp; benefits our homeless neighbors?!
Check out Chill with [ORGANIZATION] from [DATE] at [ORGANIZATION] in [ORGANIZATION]. All proceeds go to ORG1 to help in their efforts to end homelessness here in [PERSON]. [URL] [URL]",fayetteville,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The post provides information about an event (fact/claim) and expresses a positive opinion about its fun, family-friendly nature. It highlights that proceeds will benefit efforts to end homelessness, which falls under solutions/interventions. There is no critique of money allocation, government, or society, nor are there perceptions or stereotypes about people experiencing homelessness. No racial bias is present."
"[USER] I'm in [ORGANIZATION]  and this my 3rd ORG0 event -My first was [ORGANIZATION] when i was homeless my 2nd was [LOCATION] when I was still homeless by grace of God I'm not longer homeless.  I dropped somethings off at hurricane relief tent outside.  #[PERSON]
#Maga2024",fayetteville,"Comment Type: [provide an observation, express their opinion, personal interaction]  
Critique Category: []  
Response Category: [solutions/interventions]  
Perception Type: [personal interaction]  
racist: [No]  
Reasoning: The commenter shares their personal experience of attending events while homeless and expresses gratitude for no longer being homeless, which is both an observation and an opinion. They also mention dropping off items at a relief tent, indicating engagement in a charitable intervention. There is no critique of money, government, or society, and no racial bias is present. The post is rooted in personal interaction with homelessness."
[USER] PERSON0 is [PERSON] and came to [ORGANIZATION] and homeless to help PERSON2 and the [USER] win the Election. I want all the seat in [ORGANIZATION] to go [ORGANIZATION]. investigate me I used to live [ADDRESS] ny ny [DATE] and I am King. I u to campaihard [USER],scranton,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: []
Perception Type: [deserving/undeserving]
racist: [No]
Reasoning: The comment claims that PERSON0 is homeless and came to help with an election, which is a factual claim (though possibly unfounded), and also expresses the user's opinion about wanting a specific political outcome. There is no explicit critique of money, government, or society, nor are solutions discussed. The mention of homelessness in the context of political motivation implies a judgment about deservingness (suggesting the person is homeless for political reasons), but there is no racial content."
