Comment,City,Comment Type,Critique Category,Response Category,Perception Type,racist,Reasoning,Raw Response,Comment_ask a genuine question,Comment_ask a rhetorical question,Comment_provide a fact or claim,Comment_provide an observation,Comment_express their opinion,Comment_express others opinions,Critique_money aid allocation,Critique_government critique,Critique_societal critique,Response_solutions/interventions,Perception_personal interaction,Perception_media portrayal,Perception_not in my backyard,Perception_harmful generalization,Perception_deserving/undeserving,Racist_Flag
"DATE0, advocates for the homeless ventured through [ORGANIZATION] to conduct a pandemic-modified Point-in-Time Count. The DATE1 DATE2 process strives to enumerate people living outdoors, or in non-habitable shelters like abandoned houses, vehicles and RVs parked in vacant lots. The co-chairs of ORG0Bethany [ORGANIZATION] Director [PERSON] and [ORGANIZATION] Commissioner [PERSON]  led other volunteers to find people in those situations. That survey process continues through [ORGANIZATION].",southbend,"provide a fact or claim, provide an observation",,solutions/interventions,"[]
racist: [No]
Reasoning: The article reports factual details about a homelessness count initiative (fact/claim and observation) as a modified process to address the issue (solutions/interventions), with no critiques, perceptions, or racial bias present.",No,"The article reports factual details about a homelessness count initiative (fact/claim and observation) as a modified process to address the issue (solutions/interventions), with no critiques, perceptions, or racial bias present.","Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The article reports factual details about a homelessness count initiative (fact/claim and observation) as a modified process to address the issue (solutions/interventions), with no critiques, perceptions, or racial bias present.",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Hes called for creating an independent agency to protect Section 8 renters from discriminatory landlords, fully funding the existing [ORGANIZATION] at 1 billion over [ORGANIZATION] and ensuring formerly incarcerated residents are not excluded from public housing options. [ORGANIZATION] wants to use 25,000 ORG1 units in [LOCATION] for homeless households and also double the funding for the ORG2 homelessness assistance grants to over 26 billion over DATE2 to build permanent supportive housing. Additionally, he plans on providing 500 million in funding to states and localities for homeless outreach programs. [ORGANIZATION] also wants to invest 50 billion over [ORGANIZATION] to provide grants for community land trusts and other shared equity homeownership models and invest an additional 15 billion to enact a 21st Century Homestead Act, which will revitalize abandoned properties and historically disadvantaged communities.",southbend,provide a fact or claim,,solutions/interventions,"[]
Racist: [No]
Reasoning: The content lists specific policy proposals and funding plans aimed at addressing homelessness through housing, grants, and support programs, presenting them as factual claims without critique, opinion, or bias; it focuses on interventions without referencing perceptions or racial elements.",No,"The content lists specific policy proposals and funding plans aimed at addressing homelessness through housing, grants, and support programs, presenting them as factual claims without critique, opinion, or bias; it focuses on interventions without referencing perceptions or racial elements.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The content lists specific policy proposals and funding plans aimed at addressing homelessness through housing, grants, and support programs, presenting them as factual claims without critique, opinion, or bias; it focuses on interventions without referencing perceptions or racial elements.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"While anyone who qualifies for affordable housing can apply for residency at the hotel, preference is given to artists.",southbend,provide a fact or claim,,solutions/interventions,"[deserving/undeserving]
Racist: [No]
Reasoning: The comment states a factual policy on housing allocation, which relates to a housing intervention solution and implies a judgment on deservingness by prioritizing artists, but contains no critique or racial elements.",No,"The comment states a factual policy on housing allocation, which relates to a housing intervention solution and implies a judgment on deservingness by prioritizing artists, but contains no critique or racial elements.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [deserving/undeserving]
Racist: [No]
Reasoning: The comment states a factual policy on housing allocation, which relates to a housing intervention solution and implies a judgment on deservingness by prioritizing artists, but contains no critique or racial elements.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Anyone familiar with harsh [ORGANIZATION] conditions can appreciate how difficult it is for people living on the streets, especially overnight, to stay warm, said [ORGANIZATION], director of events for [ORGANIZATION]. Efforts such as [ORGANIZATION] that provide help that doesnt have to be searched out, [PERSON] said, is just such a kindness.",southbend,"provide an observation, express their opinion",,solutions/interventions,"[]
Racist: [No]
Reasoning: The comment shares an observation about the challenges of homelessness in harsh conditions and expresses a positive opinion on helpful efforts, while highlighting interventions like providing aid without requiring search; no critiques, perceptions, or racial elements are present.",No,"The comment shares an observation about the challenges of homelessness in harsh conditions and expresses a positive opinion on helpful efforts, while highlighting interventions like providing aid without requiring search; no critiques, perceptions, or racial elements are present.","Comment Type: [provide an observation, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The comment shares an observation about the challenges of homelessness in harsh conditions and expresses a positive opinion on helpful efforts, while highlighting interventions like providing aid without requiring search; no critiques, perceptions, or racial elements are present.",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"The fact that theyre even in a hotel. We live in [ORGANIZATION] we have thousands of homeless veterans. So, if you fought for this country, youre on the streets, but if you snuck in, youre in the suites. That doesnt inaudible.",southbend,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"These dogs were homeless before Hurricane Harvey flooded the [ORGANIZATION] area, where pet shelters are scrambling to make room for pets who have been separated from their people by the floods.",southbend,"provide a fact or claim, provide an observation",,solutions/interventions,"[]
racist: [No]
Reasoning: The comment provides factual details",No,The comment provides factual details,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment provides factual details",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"The survey opens up funding that will help establish a day center for the homeless at [ORGANIZATION]. There, people will be able warm up or cool down in adverse weather, rest on cots, collect mail and access computers, showers and a laundry.",southbend,provide a fact or claim,,solutions/interventions,"[]
racist: [No]
Reasoning: The comment factually describes funding and services for a homeless day center, highlighting a positive intervention without critiques, opinions, perceptions, or bias.",No,"The comment factually describes funding and services for a homeless day center, highlighting a positive intervention without critiques, opinions, perceptions, or bias.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment factually describes funding and services for a homeless day center, highlighting a positive intervention without critiques, opinions, perceptions, or bias.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"I think they do not.78 [ORGANIZATION] Says [PERSON] is at All-Time High79 [ORGANIZATION] ambassador-at-large for international religious freedom, [ORGANIZATION], said [ORGANIZATION] that hostility toward Christians in the world has reached an all-time high. There is more persecution of Christians now, arguably than any time in the history of the world, and the Christian faith is the most persecuted faith in the world, by far, [PERSON] said in his keynote address at the sixth annual [ORGANIZATION] hosted by [ORGANIZATION] in [ORGANIZATION], DC.80 [ORGANIZATION] Member Proposes New Plan for Homeless Problem  Bus Homeless People Out of the City81 [ORGANIZATION] has a massive homeless problem, perhaps only second to [PERSON], [PERSON]. The city has already spent a fortune trying various things to solve the problem but nothing has been effective.",southbend,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Service to [ORGANIZATION] MarketORG1 [PERSON], [ORGANIZATION] ORG1 ORG2 [ORGANIZATION], [ORGANIZATION], [PERSON] the Forgotten",southbend,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug addiction. Homelessness. Poverty.,southbend,provide an observation,,,"[]
racist: [No]
Reasoning: The comment lists three interconnected social issues (drug addiction, homelessness, poverty) as a brief observation without questions, facts, opinions, critiques, solutions, perceptions, or racial elements.",No,"The comment lists three interconnected social issues (drug addiction, homelessness, poverty) as a brief observation without questions, facts, opinions, critiques, solutions, perceptions, or racial elements.","Comment Type: [provide an observation]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment lists three interconnected social issues (drug addiction, homelessness, poverty) as a brief observation without questions, facts, opinions, critiques, solutions, perceptions, or racial elements.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"The program allows students from the medical school and [ORGANIZATION] to learn about the factors that impact community health and well-being while serving at local nonprofits. The students are working on solutions for solving problems, such as youth homelessness, lack of access to mental healthcare, and unhealthy eating habits.",southbend,provide a fact or claim,,solutions/interventions,"[]
racist: [No]
Reasoning: The content describes a factual program involving students addressing issues like youth homelessness through solutions, without questions, opinions, critiques, perceptions, or racial bias.",No,"The content describes a factual program involving students addressing issues like youth homelessness through solutions, without questions, opinions, critiques, perceptions, or racial bias.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The content describes a factual program involving students addressing issues like youth homelessness through solutions, without questions, opinions, critiques, perceptions, or racial bias.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"But her profile grew after she spoke as a proponent of heavier regulations on banks, especially after the role they played in the [ORGANIZATION] financial crisis. Her plan revolves around four main goals reducing rents for lower- and middle- class families closing the racial barriers to housing that the federal government created [LOCATION] with redlining removing other kinds of discrimination from affordable housing and finally, ending FAC0 heavy influence on the housing market. Sen. [PERSON] plan promises 500 billion over DATE2 to build and rehabilitate affordable housing, with almost all of that going to [ORGANIZATION], a ORG1 affordable housing production program. The leftover cash includes over 500 million going into ORG2, 2.5 billion into the Indian Housing Block Grant9 and [ORGANIZATION], and 4 billion into creating a new grant called [ORGANIZATION], designed to help fund housing construction for middle-class families specifically in areas where affordable housing is scarce. A large portion of the 500 billion will be shouldered by private-public partnerships, which puts PERSON1 in line with President [PERSON] housing policy.11 To pay for the rest, the bill proposes a lower cap on the estate tax.",southbend,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[ORGANIZATION] would mandate that a minimum of 75 percent of these foreclosed homes are sold directly to an individual owneroccupant, or to a community group that will rehabilitate the home and sell it directly to an owneroccupant. Her plans for tenants focus on rent-burdened households by investing 500 billion over [ORGANIZATION] to create, preserve, and rehabilitate over 3 million affordable housing units for lower-income families and her plan would lower rents by 10 percent. According to the [ORGANIZATION], [ORGANIZATION] has raised 82 million.",southbend,provide a fact or claim,,solutions/interventions,"[]
racist: [No]
Reasoning: The content describes policy proposals and fundraising facts related to affordable housing and homelessness solutions without questions, opinions, critiques, perceptions, or racial bias; it focuses on interventions like mandating home sales and investing in housing units.",No,"The content describes policy proposals and fundraising facts related to affordable housing and homelessness solutions without questions, opinions, critiques, perceptions, or racial bias; it focuses on interventions like mandating home sales and investing in housing units.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The content describes policy proposals and fundraising facts related to affordable housing and homelessness solutions without questions, opinions, critiques, perceptions, or racial bias; it focuses on interventions like mandating home sales and investing in housing units.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Other contributions include 3,500 from [ORGANIZATION] a [ORGANIZATION]-based developer. PERSON1 A vow to cut homelessnessAs mayor of the nations largest city for [ORGANIZATION], [PERSON] oversaw the largest public housing authority in the country, ran a [INSTITUTION] system under a unique local legal right to shelter and helped regulate one of the largest biggest real-estate markets in the world. That gives him a deeper track record  for praise andor scrutiny  than any of the other candidates in the race, even the other mayors PERSON3, currently, and, formerly, PERSON4. That record is decidedly mixed. PERSON1 rezoned 40 percent of the city, but some of those zonings prevented any increase in affordable housing. His housing plan generated lots of units 165,000 but many of them were unaffordable to the neighborhoods in which they were built. He made big promises on reducing homelessness, but cut off the supply of Section 8 and public housing to the shelters. Until late in his term, he did little for NYCHA.PERSON1 laid out his housing plan for the nation in [LOCATION].",southbend,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I remember when I was [ORGANIZATION], we would go through our clothes for [DATE] time and see what we had, she said. Extra hats, gloves, whatever we can donate, and we would all go down to the [INSTITUTION] and give that to them.",southbend,provide an observation,,solutions/interventions,"[personal interaction]
Racist: [No]
Reasoning: The comment recounts a personal memory of donating clothes to a likely homeless shelter, which is an observation of past charitable actions (",No,"The comment recounts a personal memory of donating clothes to a likely homeless shelter, which is an observation of past charitable actions (","Comment Type: [provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
Racist: [No]
Reasoning: The comment recounts a personal memory of donating clothes to a likely homeless shelter, which is an observation of past charitable actions (",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"Next to [ORGANIZATION] punt, PERSON1 offers the most modest plan among the major Democratic candidates. [ORGANIZATION] control and moreLast year in [ORGANIZATION], Senator [PERSON] introduced a 2.5 trillion plan to mitigate the growing housing crisis across the country. PERSON2 plans to invest 1.48 trillion in [ORGANIZATION] in order to create, preserve and rehabilitate permanently affordable housing units within mixed-income development. An additional 400 billion will be invested to build 2 million mixed-income social housing units also administered through [ORGANIZATION]. He also plans on investing an additional 500 million dollars in the [ORGANIZATION] ORG1 ORG2 Section 515 program, an existing rural rental housing loans program to provide affordable rental housing for very low-, low-, and moderate-income families, elderly persons, and persons with disabilities. PERSON2 calls for increasing funding for [ORGANIZATION] to 3 billion to build, preserve, and rehabilitate affordable housing in Indian country. PERSON2 also plans on investing 70 billion dollars in improving public housing, including to provide broadband services, and wants to repeal the Faircloth Amendment which does not allow [LOCATION] to construct new public housing units.",southbend,"provide a fact or claim, express their opinion",money aid allocation,,,No,No reasoning provided.,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [money aid allocation]
Response Category:",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Delivered by [ORGANIZATION] By [ORGANIZATION]  [ORGANIZATION] ORG1 contributor [PERSON] went on the [STREET] for The [PERSON] Angle1 on [TIME]  and shared some horrifying insights about [ORGANIZATION], [PERSON]. Viewers of the new [PERSON] on the [STREET] segment were treated to scenes of boarded-up homes and filthy encampments populated by homeless people. Advertisement FREE",southbend,"provide a fact or claim, provide an observation, express their opinion",,,"[media portrayal, harmful generalization]
Racist: [No]
Reasoning: The comment describes a media segment's content, providing facts about the segment (e.g",No,"The comment describes a media segment's content, providing facts about the segment (e.g","Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: []
Response Category: []
Perception Type: [media portrayal, harmful generalization]
Racist: [No]
Reasoning: The comment describes a media segment's content, providing facts about the segment (e.g",0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
"With his family living in a [INSTITUTION], [ORGANIZATION] chose the latter, figuring, he said, Im going to take this so I can get home and immediately assist my family.",southbend,,,,,No,No reasoning provided.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A homeless man came up to her while she was hanging more.,southbend,provide an observation,,,"[personal interaction]
Racist: [No]
Reasoning: The comment describes a direct encounter with a homeless person, qualifying as an observation and personal interaction, with no critiques, solutions, opinions, or racial elements present.",No,"The comment describes a direct encounter with a homeless person, qualifying as an observation and personal interaction, with no critiques, solutions, opinions, or racial elements present.","Comment Type: [provide an observation]
Critique Category: []
Response Category: []
Perception Type: [personal interaction]
Racist: [No]
Reasoning: The comment describes a direct encounter with a homeless person, qualifying as an observation and personal interaction, with no critiques, solutions, opinions, or racial elements present.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
[ORGANIZATION] A huge [ORGANIZATION] fire destroyed several historic buildings in downtown [PERSON]. Authorities say several people were left homeless.,southbend,provide a fact or claim,,,"[]
Racist: [No]
Reasoning: The comment reports factual information about a fire causing destruction and homelessness without questions, opinions, critiques, solutions, perceptions, or racial elements.",No,"The comment reports factual information about a fire causing destruction and homelessness without questions, opinions, critiques, solutions, perceptions, or racial elements.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
Racist: [No]
Reasoning: The comment reports factual information about a fire causing destruction and homelessness without questions, opinions, critiques, solutions, perceptions, or racial elements.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
That is when [ORGANIZATION] decided to make the blankets and give them to the homeless.,southbend,provide a fact or claim,,solutions/interventions,"[]
Racist: [No]
Reasoning: The comment states a factual action by an organization to provide blankets to the homeless, which qualifies as a solution/intervention; no critiques, perceptions, or racial elements are present.",No,"The comment states a factual action by an organization to provide blankets to the homeless, which qualifies as a solution/intervention; no critiques, perceptions, or racial elements are present.","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The comment states a factual action by an organization to provide blankets to the homeless, which qualifies as a solution/intervention; no critiques, perceptions, or racial elements are present.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Shes enlisted the help of her parents and her boyfriend to make homemade blankets and care baskets for the homeless in [ORGANIZATION]. She even set up a GoFundMe page to help raise money to purchase the supplies.,southbend,"provide a fact or claim, provide an observation",,solutions/interventions,"[]
racist: [No]
Reasoning: The comment describes factual actions taken by an individual to provide aid (blankets, baskets, fundraising), which qualifies as facts/observations and discusses charitable interventions; no critiques, perceptions, or racial elements are present.",No,"The comment describes factual actions taken by an individual to provide aid (blankets, baskets, fundraising), which qualifies as facts/observations and discusses charitable interventions; no critiques, perceptions, or racial elements are present.","Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment describes factual actions taken by an individual to provide aid (blankets, baskets, fundraising), which qualifies as facts/observations and discusses charitable interventions; no critiques, perceptions, or racial elements are present.",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
My first thought was to be reminded of the problem unrealized unrealizable? opportunity the homeless posed for [ORGANIZATION]. My second thought was to reread the piece and note that the head of the clique was previously expelled from ORG1 for internal subversion.,southbend,"provide an observation, express their opinion, provide a fact or claim",,,"[]
racist: [No]
Reasoning: The comment shares personal thoughts and observations about homelessness as a potential problem or opportunity for an organization, includes a factual claim about an expulsion, but lacks critiques, solutions, specific perceptions, or racial bias.",No,"The comment shares personal thoughts and observations about homelessness as a potential problem or opportunity for an organization, includes a factual claim about an expulsion, but lacks critiques, solutions, specific perceptions, or racial bias.","Comment Type: [provide an observation, express their opinion, provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment shares personal thoughts and observations about homelessness as a potential problem or opportunity for an organization, includes a factual claim about an expulsion, but lacks critiques, solutions, specific perceptions, or racial bias.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Two efforts revved up [ORGANIZATION] to connect the homeless and addicted to services in [ORGANIZATION]. Though separate, the projects target a widening sea of people in need in [ORGANIZATION] and the surrounding region. Both could use a boost of support from a community that already has given so much since [PERSON] began sweeping through [PERSON].",southbend,"provide a fact or claim, provide an observation, express their opinion",,solutions/interventions,"[]
racist: [No]
Reasoning: The text describes factual efforts to connect homeless individuals to services (fact/claim), notes a growing need (observation), and opines on the need for more community support (opinion); it focuses positively on interventions without critiques, perceptions, or bias.",No,"The text describes factual efforts to connect homeless individuals to services (fact/claim), notes a growing need (observation), and opines on the need for more community support (opinion); it focuses positively on interventions without critiques, perceptions, or bias.","Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The text describes factual efforts to connect homeless individuals to services (fact/claim), notes a growing need (observation), and opines on the need for more community support (opinion); it focuses positively on interventions without critiques, perceptions, or bias.",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
