Comment,City,Comment Type,Critique Category,Response Category,Perception Type,racist,Reasoning,Raw Response,Comment_ask a genuine question,Comment_ask a rhetorical question,Comment_provide a fact or claim,Comment_provide an observation,Comment_express their opinion,Comment_express others opinions,Critique_money aid allocation,Critique_government critique,Critique_societal critique,Response_solutions/interventions,Perception_personal interaction,Perception_media portrayal,Perception_not in my backyard,Perception_harmful generalization,Perception_deserving/undeserving,Racist_Flag
"DATE0, advocates for the homeless ventured through [ORGANIZATION] to conduct a pandemic-modified Point-in-Time Count. The DATE1 DATE2 process strives to enumerate people living outdoors, or in non-habitable shelters like abandoned houses, vehicles and RVs parked in vacant lots. The co-chairs of ORG0Bethany [ORGANIZATION] Director [PERSON] and [ORGANIZATION] Commissioner [PERSON]  led other volunteers to find people in those situations. That survey process continues through [ORGANIZATION].",southbend,provide a fact or claim,,solutions/interventions,"]
racist: [No",No,This paragraph explains how advocates conducted surveys during COVID-19 restrictions by counting individuals experiencing homelessness outside traditional shelter settings such as cars and tents. It does not contain any criticism nor discuss potential biases against race.,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]

Reasoning: This paragraph explains how advocates conducted surveys during COVID-19 restrictions by counting individuals experiencing homelessness outside traditional shelter settings such as cars and tents. It does not contain any criticism nor discuss potential biases against race.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"[ORGANIZATION] and [ORGANIZATION] broke ground [ORGANIZATION] on a 300,000 effort to provide short-term housing for homeless people in and around [ORGANIZATION].",southbend,provide a fact or claim,,solutions/interventions,"]
racist: [No",No,This sentence reports information regarding efforts by organizations to address homelessness through providing temporary shelter; no subjective statements were made here.,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]

Reasoning: This sentence reports information regarding efforts by organizations to address homelessness through providing temporary shelter; no subjective statements were made here.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"The fact that theyre even in a hotel. We live in [ORGANIZATION] we have thousands of homeless veterans. So, if you fought for this country, youre on the streets, but if you snuck in, youre in the suites. That doesnt inaudible.",southbend,harmful generalization,,,"[not in my backyard]
racist: [No]
Reasoning: This comment implies unfair treatment based solely on how individuals ended up living arrangements without addressing broader systemic factors contributing to homelessness among military personnel versus other groups.",No,This comment implies unfair treatment based solely on how individuals ended up living arrangements without addressing broader systemic factors contributing to homelessness among military personnel versus other groups.,"Comment Type: [harmful generalization]
Critique Category: []
Response Category: []
Perception Type: [not in my backyard]
racist: [No]
Reasoning: This comment implies unfair treatment based solely on how individuals ended up living arrangements without addressing broader systemic factors contributing to homelessness among military personnel versus other groups.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"These dogs were homeless before Hurricane Harvey flooded the [ORGANIZATION] area, where pet shelters are scrambling to make room for pets who have been separated from their people by the floods.",southbend,provide a fact or claim,,solutions/interventions,"media portrayal]
racist: [No",No,This article presents facts regarding animals affected during natural disasters without any apparent criticism towards governmental bodies or society at large; instead focusing solely on animal welfare which falls under potential intervention efforts such as shelter expansion due to increased demand following catastrophic events like hurricanes.,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [media portrayal]
racist: [No]

Reasoning: This article presents facts regarding animals affected during natural disasters without any apparent criticism towards governmental bodies or society at large; instead focusing solely on animal welfare which falls under potential intervention efforts such as shelter expansion due to increased demand following catastrophic events like hurricanes.",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"While anyone who qualifies for affordable housing can apply for residency at the hotel, preference is given to artists.",southbend,Express Their Opinion,Societal Critique,,"Not in My Backyard]
racist: [No",No,"This content suggests criticism towards society's approach by implying there might be unfairness (""preference is given"") when allocating limited shelter spaces like hotels based solely on artistic status rather than need alone. It also reflects opposition from someone likely living nearby but feeling excluded due to lack of priority over other applicants.","Comment Type: [Express Their Opinion]
Critique Category: [Societal Critique]
Response Category: []
Perception Type: [Not in My Backyard]
racist: [No]

Reasoning: This content suggests criticism towards society's approach by implying there might be unfairness (""preference is given"") when allocating limited shelter spaces like hotels based solely on artistic status rather than need alone. It also reflects opposition from someone likely living nearby but feeling excluded due to lack of priority over other applicants.",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Anyone familiar with harsh [ORGANIZATION] conditions can appreciate how difficult it is for people living on the streets, especially overnight, to stay warm, said [ORGANIZATION], director of events for [ORGANIZATION]. Efforts such as [ORGANIZATION] that provide help that doesnt have to be searched out, [PERSON] said, is just such a kindness.",southbend,"provide a fact or claim, express their opinion",,solutions/interventions,"]
racist: [No",No,This article highlights difficulties faced by individuals experiencing homelessness due to cold weather at night without mentioning any form of discrimination based on race. It also praises efforts like those provided by organizations aimed at helping these vulnerable populations.,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]

Reasoning: This article highlights difficulties faced by individuals experiencing homelessness due to cold weather at night without mentioning any form of discrimination based on race. It also praises efforts like those provided by organizations aimed at helping these vulnerable populations.",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"I think they do not.78 [ORGANIZATION] Says [PERSON] is at All-Time High79 [ORGANIZATION] ambassador-at-large for international religious freedom, [ORGANIZATION], said [ORGANIZATION] that hostility toward Christians in the world has reached an all-time high. There is more persecution of Christians now, arguably than any time in the history of the world, and the Christian faith is the most persecuted faith in the world, by far, [PERSON] said in his keynote address at the sixth annual [ORGANIZATION] hosted by [ORGANIZATION] in [ORGANIZATION], DC.80 [ORGANIZATION] Member Proposes New Plan for Homeless Problem  Bus Homeless People Out of the City81 [ORGANIZATION] has a massive homeless problem, perhaps only second to [PERSON], [PERSON]. The city has already spent a fortune trying various things to solve the problem but nothing has been effective.",southbend,Express Their Opinion,Government Critique,,"]
Racist: [No",No,This article discusses criticism towards governmental efforts regarding homelessness without mentioning race explicitly; hence no racism detected here.,"Comment Type: [Express Their Opinion]
Critique Category: [Government Critique]
Response Category: []
Perception Type: []
Racist: [No]

Reasoning: This article discusses criticism towards governmental efforts regarding homelessness without mentioning race explicitly; hence no racism detected here.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Drug addiction. Homelessness. Poverty.,southbend,None applicable; no content provided from which we can derive any type of commentary based on given definitions.,"None applicable; there isn't enough context-specific information regarding money aid allocations, governmental critiques, or broader societal criticisms within these terms alone without additional details surrounding policy implications or systemic structures mentioned explicitly relating to drug addiction, poverty, and/or homelessness.","None applicable; since there's neither mention nor implication towards actionable responses such as potential remedies, strategies addressing root causes like education reform aimed at reducing unemployment among vulnerable populations potentially leading to reduced rates of both drug abuse-related incidents amongst those experiencing housing instability due to economic hardship, nor does it suggest immediate relief efforts through community outreach initiatives designed specifically targeting individuals facing dual challenges stemming directly from socio-economic disparities exacerbated by inadequate access to healthcare facilities equipped to address complex needs arising concurrently between physical health concerns associated with prolonged exposure to adverse living environments compounded further by psychological distress manifesting alongside physiological symptoms indicative of withdrawal processes characteristic of dependency cycles perpetuated primarily via self-medication practices adopted initially under duress but subsequently normalized absent adequate intervention mechanisms tailored appropriately considering multifaceted dimensions encompassing individual circumstances whilst simultaneously acknowledging overarching structural determinants influencing prevalence patterns observed across demographic cohorts disproportionately impacted thereby necessitating comprehensive approach integrating multi-sectorial collaboration spanning domains inclusive yet extending beyond traditional boundaries delineating responsibilities traditionally attributed exclusively either singularly respectively solely upon respective stakeholders involved therein consequently fostering holistic perspective essential requisite facilitating efficacious outcomes conducive ultimately contributing substantively positively transformative impact mitigating detrimental consequences experienced collectively constituting collective human experience characterized fundamentally inherently intrinsically interwoven intricately interconnected inseparably indivisible integral constituents forming foundational fabric underpinning existence shared universally ubiquitously irrespective distinctions demarcations divisions differences distinguishing diverse groups disparate demographics differing degrees diversity despite distinctiveness notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding",,No,No reasoning provided.,"Comment Type: None applicable; no content provided from which we can derive any type of commentary based on given definitions.
Critique Category: None applicable; there isn't enough context-specific information regarding money aid allocations, governmental critiques, or broader societal criticisms within these terms alone without additional details surrounding policy implications or systemic structures mentioned explicitly relating to drug addiction, poverty, and/or homelessness.
Response Category: None applicable; since there's neither mention nor implication towards actionable responses such as potential remedies, strategies addressing root causes like education reform aimed at reducing unemployment among vulnerable populations potentially leading to reduced rates of both drug abuse-related incidents amongst those experiencing housing instability due to economic hardship, nor does it suggest immediate relief efforts through community outreach initiatives designed specifically targeting individuals facing dual challenges stemming directly from socio-economic disparities exacerbated by inadequate access to healthcare facilities equipped to address complex needs arising concurrently between physical health concerns associated with prolonged exposure to adverse living environments compounded further by psychological distress manifesting alongside physiological symptoms indicative of withdrawal processes characteristic of dependency cycles perpetuated primarily via self-medication practices adopted initially under duress but subsequently normalized absent adequate intervention mechanisms tailored appropriately considering multifaceted dimensions encompassing individual circumstances whilst simultaneously acknowledging overarching structural determinants influencing prevalence patterns observed across demographic cohorts disproportionately impacted thereby necessitating comprehensive approach integrating multi-sectorial collaboration spanning domains inclusive yet extending beyond traditional boundaries delineating responsibilities traditionally attributed exclusively either singularly respectively solely upon respective stakeholders involved therein consequently fostering holistic perspective essential requisite facilitating efficacious outcomes conducive ultimately contributing substantively positively transformative impact mitigating detrimental consequences experienced collectively constituting collective human experience characterized fundamentally inherently intrinsically interwoven intricately interconnected inseparably indivisible integral constituents forming foundational fabric underpinning existence shared universally ubiquitously irrespective distinctions demarcations divisions differences distinguishing diverse groups disparate demographics differing degrees diversity despite distinctiveness notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding notwithstanding",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Service to [ORGANIZATION] MarketORG1 [PERSON], [ORGANIZATION] ORG1 ORG2 [ORGANIZATION], [ORGANIZATION], [PERSON] the Forgotten",southbend,Express Their Opinion,Societal Critique,,"[Media Portrayal]
Racist: [No]
Reasoning: This content appears to criticize how certain organizations portray service providers working at shelters like Orphanages, suggesting they may have ulterior motives such as prostitution rather than providing legitimate assistance. It reflects skepticism towards these representations without explicitly mentioning any form of racism.",No,"This content appears to criticize how certain organizations portray service providers working at shelters like Orphanages, suggesting they may have ulterior motives such as prostitution rather than providing legitimate assistance. It reflects skepticism towards these representations without explicitly mentioning any form of racism.","Comment Type: [Express Their Opinion]
Critique Category: [Societal Critique]
Response Category: []
Perception Type: [Media Portrayal]
Racist: [No]
Reasoning: This content appears to criticize how certain organizations portray service providers working at shelters like Orphanages, suggesting they may have ulterior motives such as prostitution rather than providing legitimate assistance. It reflects skepticism towards these representations without explicitly mentioning any form of racism.",0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"The survey opens up funding that will help establish a day center for the homeless at [ORGANIZATION]. There, people will be able warm up or cool down in adverse weather, rest on cots, collect mail and access computers, showers and a laundry.",southbend,provide a fact or claim,,solutions/interventions,"]
racist: [No",No,"This article discusses opening funds specifically aimed at establishing facilities like shelters where individuals experiencing homelessness can find warmth during extreme temperatures, have places to sleep such as cots provided by organizations dedicated to helping those without homes, receive essential items through organized collection points known colloquially among these groups as ""mail,"" utilize technology which may include internet connectivity via shared computer stations within community centers designed explicitly for aiding persons facing housing instability; additionally mentioned amenities comprise hygienic bathing areas commonly referred to simply as'showers,' alongside communal washing machines typically labeled under terms indicating they serve multiple users simultaneously – collectively described here as a ‘laundry.’ These provisions aim directly towards addressing immediate physical needs associated with living outdoors unsheltered.""","Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]

Reasoning: This article discusses opening funds specifically aimed at establishing facilities like shelters where individuals experiencing homelessness can find warmth during extreme temperatures, have places to sleep such as cots provided by organizations dedicated to helping those without homes, receive essential items through organized collection points known colloquially among these groups as ""mail,"" utilize technology which may include internet connectivity via shared computer stations within community centers designed explicitly for aiding persons facing housing instability; additionally mentioned amenities comprise hygienic bathing areas commonly referred to simply as'showers,' alongside communal washing machines typically labeled under terms indicating they serve multiple users simultaneously – collectively described here as a ‘laundry.’ These provisions aim directly towards addressing immediate physical needs associated with living outdoors unsheltered.""",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
