Comment,City,Comment Type,Critique Category,Response Category,Perception Type,racist,Reasoning,Raw Response,Comment_ask a genuine question,Comment_ask a rhetorical question,Comment_provide a fact or claim,Comment_provide an observation,Comment_express their opinion,Comment_express others opinions,Critique_money aid allocation,Critique_government critique,Critique_societal critique,Response_solutions/interventions,Perception_personal interaction,Perception_media portrayal,Perception_not in my backyard,Perception_harmful generalization,Perception_deserving/undeserving,Racist_Flag
"Service to [ORGANIZATION] MarketORG1 [PERSON], [ORGANIZATION] ORG1 ORG2 [ORGANIZATION], [ORGANIZATION], [PERSON] the Forgotten",southbend,"express their opinion, provide an observation",societal critique,solutions/interventions,"[deserving/undeserving]
racist: [No]
Reasoning: The comment is a fragmented list, but the phrase ""the Forgotten"" expresses an opinion about a group of people, framing them as neglected by society (a societal critique) and thus deserving of help. The listing of organizations and the word ""Service"" points toward solutions or interventions aimed at this group. There is no racial bias in the text.",No,"The comment is a fragmented list, but the phrase ""the Forgotten"" expresses an opinion about a group of people, framing them as neglected by society (a societal critique) and thus deserving of help. The listing of organizations and the word ""Service"" points toward solutions or interventions aimed at this group. There is no racial bias in the text.","Comment Type: [express their opinion, provide an observation]
Critique Category: [societal critique]
Response Category: [solutions/interventions]
Perception Type: [deserving/undeserving]
racist: [No]
Reasoning: The comment is a fragmented list, but the phrase ""the Forgotten"" expresses an opinion about a group of people, framing them as neglected by society (a societal critique) and thus deserving of help. The listing of organizations and the word ""Service"" points toward solutions or interventions aimed at this group. There is no racial bias in the text.",0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
"The fact that theyre even in a hotel. We live in [ORGANIZATION] we have thousands of homeless veterans. So, if you fought for this country, youre on the streets, but if you snuck in, youre in the suites. That doesnt inaudible.",southbend,"provide a fact or claim, provide an observation, express their opinion","money aid allocation, government critique",,"[harmful generalization, deserving/undeserving]
racist: [Yes]
Reasoning: The speaker expresses an opinion contrasting the treatment of homeless veterans with another group (implied to be migrants) receiving hotel accommodation. This critiques government priorities and resource allocation. The comment employs a deserving/undeserving framework by prioritizing veterans (""fought for this country"") over those who ""snuck in, "" which is a harmful generalization. The term ""snuck in"" is a loaded, xenophobic phrase that carries implicit racial bias against immigrants.",No,"The speaker expresses an opinion contrasting the treatment of homeless veterans with another group (implied to be migrants) receiving hotel accommodation. This critiques government priorities and resource allocation. The comment employs a deserving/undeserving framework by prioritizing veterans (""fought for this country"") over those who ""snuck in,"" which is a harmful generalization. The term ""snuck in"" is a loaded, xenophobic phrase that carries implicit racial bias against immigrants.","Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: []
Perception Type: [harmful generalization, deserving/undeserving]
racist: [Yes]
Reasoning: The speaker expresses an opinion contrasting the treatment of homeless veterans with another group (implied to be migrants) receiving hotel accommodation. This critiques government priorities and resource allocation. The comment employs a deserving/undeserving framework by prioritizing veterans (""fought for this country"") over those who ""snuck in,"" which is a harmful generalization. The term ""snuck in"" is a loaded, xenophobic phrase that carries implicit racial bias against immigrants.",0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0
"[ORGANIZATION] would mandate that a minimum of 75 percent of these foreclosed homes are sold directly to an individual owneroccupant, or to a community group that will rehabilitate the home and sell it directly to an owneroccupant. Her plans for tenants focus on rent-burdened households by investing 500 billion over [ORGANIZATION] to create, preserve, and rehabilitate over 3 million affordable housing units for lower-income families and her plan would lower rents by 10 percent. According to the [ORGANIZATION], [ORGANIZATION] has raised 82 million.",southbend,"provide a fact or claim, express others opinions",money aid allocation,solutions/interventions,"[]
racist: [No]
Reasoning: The comment describes a third party's specific policy proposal, making it both a factual claim about that plan and an expression of someone else's opinion/plan. The content is focused on solutions and interventions, specifically detailing how money ($500 billion) and assets (foreclosed homes) should be allocated. The comment is policy-based and does not contain any personal perceptions or racial bias.",No,"The comment describes a third party's specific policy proposal, making it both a factual claim about that plan and an expression of someone else's opinion/plan. The content is focused on solutions and interventions, specifically detailing how money ($500 billion) and assets (foreclosed homes) should be allocated. The comment is policy-based and does not contain any personal perceptions or racial bias.","Comment Type: [provide a fact or claim, express others opinions]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment describes a third party's specific policy proposal, making it both a factual claim about that plan and an expression of someone else's opinion/plan. The content is focused on solutions and interventions, specifically detailing how money ($500 billion) and assets (foreclosed homes) should be allocated. The comment is policy-based and does not contain any personal perceptions or racial bias.",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"Hes called for creating an independent agency to protect Section 8 renters from discriminatory landlords, fully funding the existing [ORGANIZATION] at 1 billion over [ORGANIZATION] and ensuring formerly incarcerated residents are not excluded from public housing options. [ORGANIZATION] wants to use 25,000 ORG1 units in [LOCATION] for homeless households and also double the funding for the ORG2 homelessness assistance grants to over 26 billion over DATE2 to build permanent supportive housing. Additionally, he plans on providing 500 million in funding to states and localities for homeless outreach programs. [ORGANIZATION] also wants to invest 50 billion over [ORGANIZATION] to provide grants for community land trusts and other shared equity homeownership models and invest an additional 15 billion to enact a 21st Century Homestead Act, which will revitalize abandoned properties and historically disadvantaged communities.",southbend,"provide a fact or claim, express others opinions","money aid allocation, government critique, societal critique",solutions/interventions,"[]
racist: No
Reasoning: The comment is a factual claim that describes the policy proposals and opinions of a third party. These proposals implicitly critique current government policies, financial allocations, and societal issues like discrimination by outlining a comprehensive set of solutions and interventions. The text does not contain any personal perceptions or racist language.",No,"The comment is a factual claim that describes the policy proposals and opinions of a third party. These proposals implicitly critique current government policies, financial allocations, and societal issues like discrimination by outlining a comprehensive set of solutions and interventions. The text does not contain any personal perceptions or racist language.","Comment Type: [provide a fact or claim, express others opinions]
Critique Category: [money aid allocation, government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: No
Reasoning: The comment is a factual claim that describes the policy proposals and opinions of a third party. These proposals implicitly critique current government policies, financial allocations, and societal issues like discrimination by outlining a comprehensive set of solutions and interventions. The text does not contain any personal perceptions or racist language.",0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
A homeless man came up to her while she was hanging more.,southbend,"provide a fact or claim, provide an observation",,,"[personal interaction]
racist: [No]
Reasoning: The comment is a simple, factual statement describing an observed event. This event is a direct, personal interaction. It does not contain any critique, proposed solution, negative perception, or racial bias.",No,"The comment is a simple, factual statement describing an observed event. This event is a direct, personal interaction. It does not contain any critique, proposed solution, negative perception, or racial bias.","Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: []
Perception Type: [personal interaction]
racist: [No]
Reasoning: The comment is a simple, factual statement describing an observed event. This event is a direct, personal interaction. It does not contain any critique, proposed solution, negative perception, or racial bias.",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"But her profile grew after she spoke as a proponent of heavier regulations on banks, especially after the role they played in the [ORGANIZATION] financial crisis. Her plan revolves around four main goals reducing rents for lower- and middle- class families closing the racial barriers to housing that the federal government created [LOCATION] with redlining removing other kinds of discrimination from affordable housing and finally, ending FAC0 heavy influence on the housing market. Sen. [PERSON] plan promises 500 billion over DATE2 to build and rehabilitate affordable housing, with almost all of that going to [ORGANIZATION], a ORG1 affordable housing production program. The leftover cash includes over 500 million going into ORG2, 2.5 billion into the Indian Housing Block Grant9 and [ORGANIZATION], and 4 billion into creating a new grant called [ORGANIZATION], designed to help fund housing construction for middle-class families specifically in areas where affordable housing is scarce. A large portion of the 500 billion will be shouldered by private-public partnerships, which puts PERSON1 in line with President [PERSON] housing policy.11 To pay for the rest, the bill proposes a lower cap on the estate tax.",southbend,provide a fact or claim,"money aid allocation, government critique, societal critique",solutions/interventions,"[]
racist: [No]
Reasoning: The text provides factual claims about a politician's proposed housing plan. This plan serves as a solution/intervention and implicitly critiques current government policy and societal issues (like redlining and discrimination) by proposing specific changes. It details the allocation of money to various programs. The text does not express personal perceptions or contain any racial bias; it addresses race as a factor in historical housing inequality.",No,The text provides factual claims about a politician's proposed housing plan. This plan serves as a solution/intervention and implicitly critiques current government policy and societal issues (like redlining and discrimination) by proposing specific changes. It details the allocation of money to various programs. The text does not express personal perceptions or contain any racial bias; it addresses race as a factor in historical housing inequality.,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation, government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The text provides factual claims about a politician's proposed housing plan. This plan serves as a solution/intervention and implicitly critiques current government policy and societal issues (like redlining and discrimination) by proposing specific changes. It details the allocation of money to various programs. The text does not express personal perceptions or contain any racial bias; it addresses race as a factor in historical housing inequality.",0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
[ORGANIZATION]. Former [ORGANIZATION] Secretary [PERSON] toured a homeless camp in [ORGANIZATION] on [ORGANIZATION] and said more affordable housing is needed to ease the crisis of people living on the streets. He proposed a plan in [LOCATION] that calls for 40 billion in [ORGANIZATION] funding for the national ORG1. The money would go toward creating 3 million affordable apartments over [ORGANIZATION] in an effort to end homelessness.  [PERSON],southbend,"provide a fact or claim, express others opinions","money aid allocation, government critique, societal critique",solutions/interventions,"[]
racist: [No]
Reasoning: The comment is a news report that provides factual claims about a politician's actions and proposed plan. It expresses the politician's opinion that more affordable housing is needed. The proposed plan is a critique of the current allocation of money and government/societal approach to homelessness, and it offers a specific solution involving significant funding for housing. The text is a neutral report and contains no personal bias, stereotypes, or racist language.",No,"The comment is a news report that provides factual claims about a politician's actions and proposed plan. It expresses the politician's opinion that more affordable housing is needed. The proposed plan is a critique of the current allocation of money and government/societal approach to homelessness, and it offers a specific solution involving significant funding for housing. The text is a neutral report and contains no personal bias, stereotypes, or racist language.","Comment Type: [provide a fact or claim, express others opinions]
Critique Category: [money aid allocation, government critique, societal critique]
Response Category: [solutions/interventions]
Perception Type: []
racist: [No]
Reasoning: The comment is a news report that provides factual claims about a politician's actions and proposed plan. It expresses the politician's opinion that more affordable housing is needed. The proposed plan is a critique of the current allocation of money and government/societal approach to homelessness, and it offers a specific solution involving significant funding for housing. The text is a neutral report and contains no personal bias, stereotypes, or racist language.",0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
The ranks of the homeless and addicted have grown in [ORGANIZATION] and [LOCATION]. That growth puts stress on assistance facilities and programs.,southbend,"provide a fact or claim, provide an observation",money aid allocation,,"[harmful generalization]
racist: [No]
Reasoning: The comment provides a factual claim/observation about the growth in the number of homeless and addicted individuals and the subsequent stress on support systems. This implies a critique of how money and aid are allocated. By linking ""homeless and addicted"" without nuance, it contributes to a harmful generalization. The comment contains no racial bias.",No,"The comment provides a factual claim/observation about the growth in the number of homeless and addicted individuals and the subsequent stress on support systems. This implies a critique of how money and aid are allocated. By linking ""homeless and addicted"" without nuance, it contributes to a harmful generalization. The comment contains no racial bias.","Comment Type: [provide a fact or claim, provide an observation]
Critique Category: [money aid allocation]
Response Category: []
Perception Type: [harmful generalization]
racist: [No]
Reasoning: The comment provides a factual claim/observation about the growth in the number of homeless and addicted individuals and the subsequent stress on support systems. This implies a critique of how money and aid are allocated. By linking ""homeless and addicted"" without nuance, it contributes to a harmful generalization. The comment contains no racial bias.",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
"His goal includes one million new African-American homeowners. For local governments, [ORGANIZATION] wants streamline investments to address the housing crisis by building on President [PERSON], [ORGANIZATION] initiative by driving an interagency effort from [ORGANIZATION]. The PERSON1 DATE0 initiative was created to give technical assistance to local governments in order to execute their economic vision and strategies through public and private partnerships.",southbend,provide a fact or claim,money aid allocation,solutions/interventions,"[N/A]
racist: [No]
Reasoning: The comment provides a factual claim about a specific initiative's goals. It discusses the allocation of financial resources (""streamline investments"") and proposes a solution (""technical assistance to local governments""). There are no personal perceptions expressed. The mention of race is in the context of an equity-based program to address historical disparities in homeownership, not an expression of racial bias.",No,"The comment provides a factual claim about a specific initiative's goals. It discusses the allocation of financial resources (""streamline investments"") and proposes a solution (""technical assistance to local governments""). There are no personal perceptions expressed. The mention of race is in the context of an equity-based program to address historical disparities in homeownership, not an expression of racial bias.","Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: [N/A]
racist: [No]
Reasoning: The comment provides a factual claim about a specific initiative's goals. It discusses the allocation of financial resources (""streamline investments"") and proposes a solution (""technical assistance to local governments""). There are no personal perceptions expressed. The mention of race is in the context of an equity-based program to address historical disparities in homeownership, not an expression of racial bias.",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Anyone familiar with harsh [ORGANIZATION] conditions can appreciate how difficult it is for people living on the streets, especially overnight, to stay warm, said [ORGANIZATION], director of events for [ORGANIZATION]. Efforts such as [ORGANIZATION] that provide help that doesnt have to be searched out, [PERSON] said, is just such a kindness.",southbend,"express others opinions, provide a fact or claim, express their opinion",Response Category: solutions/interventions,solutions/interventions,"racist: No
Reasoning: The comment is a direct quote from an organization's director, thus it expresses others' opinions. The speaker makes a factual claim about the difficulty of staying warm on the streets and expresses their opinion that certain aid efforts are a ""kindness."" It discusses ""efforts... that provide help, "" which is a solution/intervention. The comment contains no critique, specified perception types, or racial bias.",No,"The comment is a direct quote from an organization's director, thus it expresses others' opinions. The speaker makes a factual claim about the difficulty of staying warm on the streets and expresses their opinion that certain aid efforts are a ""kindness."" It discusses ""efforts... that provide help,"" which is a solution/intervention. The comment contains no critique, specified perception types, or racial bias.","Comment Type: express others opinions, provide a fact or claim, express their opinion
Critique Category: 
Response Category: solutions/interventions
Perception Type: 
racist: No
Reasoning: The comment is a direct quote from an organization's director, thus it expresses others' opinions. The speaker makes a factual claim about the difficulty of staying warm on the streets and expresses their opinion that certain aid efforts are a ""kindness."" It discusses ""efforts... that provide help,"" which is a solution/intervention. The comment contains no critique, specified perception types, or racial bias.",0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
