Comment,City,Raw Response
"[USER] I'd chose ol ""Mayor [PERSON]"" and ask him why he decided to screw up the traffic patterns in [ORGANIZATION] with his screwed up round abouts on [ORGANIZATION] and FAC0 instead of the poverty and homelessness issues that only got worse during his administration.",south bend,
[USER] Sandwiches for the many homeless in [PERSON].,south bend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category:"
"[USER] [USER] address how he treated homeless people in [ORGANIZATION] without pretending being a wealthy gay man who adopted children makes him a saint
[LOCATION]",south bend,
"[USER] Even with the homeless in the middle of FAC0, [ORGANIZATION] is such a shit hole with the [ORGANIZATION]’s WORST stadium.",south bend,
PERSON0 You really want to go there with your “husbands” record on homelessness in [ORGANIZATION]?,south bend,"Comment Type: [ask a rhetorical question, express their opinion]
Critique Category: [government critique]
Response Category: []
Perception Type: []
Racist: [No]
Reasoning: The post poses a rhetorical question to challenge and make a point about a political figure's (husband's) poor record on homelessness, implicitly expressing the poster's critical opinion; this qualifies as government critique assuming the ""record"" refers to political or official handling in"
[USER] so my question is can we show at least a *LITTLE* bit of interest in [ORGANIZATION]'s homeless feat. addicted and mentally ill population? Like my personal idea was previously a recorded sit-down discussion between certain members of the [ORGANIZATION] and specific members of-,south bend,
PERSON0 Have you researched how [PERSON] treated the homeless in [ORGANIZATION] during his two terms? [ORGANIZATION] swept encampments under a downtown overpass more than once and everything got trashed.,south bend,"Comment Type: [ask a rhetorical question, provide a fact or claim]
Critique Category: [government critique]
Response Category: []
Perception Type: []
Racist: [No]
Reasoning: The post poses a rhetorical question to challenge the recipient and highlight past actions, while providing a specific claim about encampment sweeps; this critiques government handling of homelessness without proposing solutions, racial bias, or fitting perception"
"Sixplexes are one building type in FAC0, an affordable housing project currently under construction on [ORGANIZATION] east side [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The"
"This song is dedicated to all who are struggling, the disabled, the homeless, the lgbtq community, and everyone around the world that is suicidal or lost someone or a pet.. I want to tell all of you that I love you and everything will be ok..

[URL]",south bend,"Comment Type: [express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
"
[USER] [USER] It’s a [TIME] attempt to salvage [ORGANIZATION] presidential run because republicans know they are losing. [ORGANIZATION] is not a “sanctuary city” because we can’t barely get sanctuary for our own homeless people.,south bend,
[USER] [USER] shut the fuck up man. this guy pretended he knew fucking eight languages. he doesn't. Look up how he treated homeless people in [ORGANIZATION] during [ORGANIZATION] in [ORGANIZATION]. he destroyed their possessions and put them on the streets when there weren't enough shelter beds for them,south bend,"Comment Type: [provide a fact or claim, express their opinion]
Crit"
[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [ORGANIZATION],south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
Racist:"
"[USER] [USER] Actually, I think this is a cool idea. Like dorm-style living, but for adults. If it revitalizes mall space, helps local businesses, alleviates a shortage of affordable housing (especially for young adults or seniors) and ISN'T MANDATED BY THE GOVERNMENT, I say go for it!",south bend,
"[USER] [USER] HE WAS THE MAYOR. HE CALLED FOR THE SWEEPS. READ THE ARTICLE
[URL]",south bend,
"Turning heartbreak into hope, a [ORGANIZATION] family is honoring their daughter's memory by feeding the homeless [ORGANIZATION].
READ MORE: [URL] [URL]",south bend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [media portrayal]
Racist: [No]
Reasoning: The post shares a factual summary of a family's charitable action (feeding the homeless) as a positive intervention, observed through a media story link"
"Developer adds [PERSON] building to ORG1 plan for housing, retail and green space as well as address food insecurity. READI money awarded. [ORGANIZATION]",south bend,
"Thanks to [ORGANIZATION] for inviting [USER] [ORGANIZATION]amp; I to join your table at the [USER] [ORGANIZATION]. After an especially cold night, it was wonderful to be surrounded by the warmth of many individuals who support caring for our unhoused neighbors. [PERSON]",south bend,
"[USER] My favorite thing [ORGANIZATION] did when he was mirror in [ORGANIZATION], [ORGANIZATION] was cover the city in lime bikes that the homeless could throw in the river. Brilliant guy. 

Maybe if he’s president we can have lime bikes for the homeless to throw around all over the [PERSON]!",south bend,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [government critique]
Response Category: []
Perception Type: ["
"[ORGANIZATION] is tackling the affordable housing crisis with a new initiative. 🏠 
[URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares a factual claim about an organization's initiative addressing the affordable housing crisis (linked to homelessness), presenting it as a positive solution without questions, opinions, critiques, perceptions, or racial elements."
"A huge shoutout to [ORGANIZATION]'s ORG1 for their generosity and hard work! They donated 19 sets of hats, gloves, and scarves to help keep the children at [ORGANIZATION] ORG2 warm [ORGANIZATION]. 💙 [URL]",south bend,
URGENT: ‘Save Them All’? [ORGANIZATION] to Animal Abusers—Take Action DATE0! [URL] [USER],south bend,"Comment Type: [ask a rhetorical question]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post poses a rhetorical question (""‘Save Them All’?"") to highlight an issue and urges action"
"[ORGANIZATION] Mayor [ORGANIZATION] discusses President-Elect PERSON1's immigration policies [URL]
Ikibatsi mutual net.",south bend,
"[ORGANIZATION]'s [ORGANIZATION] and [ORGANIZATION] Mayor [PERSON] (D) discuss hot topics in the city including how the City of [ORGANIZATION] would handle President-Elect PERSON2's immigration policies, along with FAC0.

[URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares factual information about a discussion involving city officials on handling immigration policies and other topics (likely including homelessness based on context), which touches on potential solutions or interventions without critique, questions"
"[USER] [USER] Read it all bitch 
[LOCATION]",south bend,
"Plans for a new 'FAC0' call for laundry facilities, a commercial kitchen and outdoor gathering space.

 [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares factual information about planned facilities (laundry, kitchen, gathering space) likely intended as interventions for homelessness, without questions, opinions, critiques, perceptions, or racial elements."
"[USER] PERSON0 Yeah, about PERSON1...: [URL]",south bend,
[USER] [USER] dey lucky i aint [ORGANIZATION] i be eating like a homeless man that aint ate in [ORGANIZATION],south bend,"Comment Type: [express their opinion]
Critique Category: []
Response Category: []
Perception Type: [harmful generalization"
[ORGANIZATION]-based [ORGANIZATION] was founded to help farmers and the thousands of homeless organs in the East African country. [PERSON],south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post states a factual claim about an organization founded to assist homeless individuals (likely a typo for ""orphans"" in context of homelessness aid), which qualifies as a solution/intervention; no critiques, perceptions, or racial elements are present"
"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION] 

#[PERSON]",south bend,
"813 S. FAC0 ([ORGANIZATION])
[ORGANIZATION] 

#SouthBend",south bend,
"all of [ORGANIZATION] designs are live, with any [ORGANIZATION] proceeds [PERSON] going to ORG2 in [ORGANIZATION]

[URL] [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post announces a promotional initiative where proceeds from designs go to an organization (likely related to homelessness support), which is a factual claim and promotes a charitable intervention/solution; no critiques, perceptions, or racial elements are present."
"Proceeds from the event will help [ORGANIZATION] continue to provide affordable housing and build community, organizers say. [URL] [URL]",south bend,"Comment Type: [provide a fact or claim, express others opinions]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares factual information about event proceeds supporting an organization's affordable housing efforts (fact/claim) and attributes it to organizers (others' opinions); it promotes a solution via housing provision but contains no critiques, perceptions, or racial bias."
The luncheon also gives a platform for people to tell their stories. [PERSON],south bend,Comment Type: [provide
"In honor of [ORGANIZATION] [DATE] in [ORGANIZATION], [ORGANIZATION] will donate $2 for every burger sold in [ORGANIZATION] to support our programs to end youth homelessness in our community!

Visit The ORG1 in central [ORGANIZATION] at [ADDRESS]. [URL]",south bend,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post is an announcement from an organization about a charitable donation initiative tied to sales, which provides factual details on their action to support youth homelessness programs (fact/claim) and proposes a specific intervention (fundraising via purchases); no critiques, perceptions, questions, opinions, or racial elements are present."
"I WANT THE [ORGANIZATION], I WANT THE PROPERTY_ I AM POSITIONED TO CONDEMN ALL OF SOUTH BEND OVER IT&gt; welcome to Judgement - im baby goddess of war, thats what ""angel"" you screwed over, raping me and making me homeless (dv survivor- healthcare worker)",south bend,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: []
Perception Type: [personal interaction, deserving/undeserving]
Racist: [No]
Reasoning: The post shares personal claims of being raped,"
"The purchase by the city should allow the long-planned, frequently-opposed project to move forward. [URL]",south bend,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [not in my backyard]
Racist: [No]
Reasoning: The comment neutrally reports on a city purchase enabling a homelessness-related project to proceed despite opposition, providing facts/observations about the development; it implies NIMBY-style resistance without critiquing or showing bias"
"☘️🎁🎄Christmas Giving [DATE] is live🎄🎁☘️

Donate to [ORGANIZATION] in [ORGANIZATION] here: [URL]

Additional details: [URL] [URL]",south bend,
"[PERSON] approved tax breaks for developers during their meeting [ORGANIZATION] [TIME].

[URL]",south bend,
"🎄Christmas Giving🎄 kickoff pod with [USER], talking playoff committee, [ORGANIZATION] gaslighting, [ORGANIZATION] and a lot more.

Listen: [ORGANIZATION] to ORG1 in [PERSON]: [URL] [URL]",south bend,
"[USER] can I get some marshal law in [ORGANIZATION]; [PERSON], [ORGANIZATION] , this college is sabotaging my name my housing  my health ,  they [ORGANIZATION]; think about to praising God or think they can say im not working so the police don't have a job to do.",rockford,"Comment Type: [ask a rhetorical question, provide a fact or claim, express their opinion]
Critique Category: [government critique]
Response Category: ["
"PERSON0 Picture from when [PERSON] bulldozed over homeless encampments as the mayor of [ORGANIZATION], [PERSON]. Clearly, Democrats love destroying the few possessions belonging to the homeless. [URL]",south bend,
"Thank you, [ORGANIZATION] in [ORGANIZATION], for bringing the cheer to our residents at [ORGANIZATION] in [PERSON] with the donation of these festive wreaths and door decorations. [URL] [URL]",rockford,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post expresses gratitude for a donation (opinion and observation), states the fact of the donation bringing cheer to residents (likely in a homelessness-related context), and highlights a charitable intervention; no critiques, negative perceptions, or racial elements are present."
[ORGANIZATION] seeks funds to assist growing homeless population in [ORGANIZATION]. [URL],rockford,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares factual information about an organization seeking funds for"
"PERSON0 They've got all that affordable housing, but the downside is it's in [ORGANIZATION].",rockford,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [societal critique]
Response Category: []
Perception Type: [not in my backyard]
Racist: [No]
Reasoning: The comment claims the existence of affordable housing in a specific location while expressing an opinion that its placement is a ""downside"
[ORGANIZATION] non-profit that supports the homeless could shut down GPE1GPE2  [URL],rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
Racist: [No]
Reasoning: The comment shares a factual claim about a non-profit supporting the homeless potentially shutting down, likely as news sharing with a URL; it lacks questions, opinions, critiques, solutions, or perceptions, and contains no racial elements."
[USER] You should see downtown [ORGANIZATION]. Oh boy. You got the trap store ([ORGANIZATION]) across the [STREET] from the jail/[STREET] houses. The [INSTITUTION] is on the next block. They are selling right there on the [STREET].,rockford,
"[ORGANIZATION] for the Homeless in [ORGANIZATION] to honor those who passed away, highlighting [ORGANIZATION] Memorial Day. [URL]",rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares factual information about an organization honoring deceased homeless individuals via a memorial event, which qualifies as a charitable intervention; it lacks questions, opinions, critiques, perceptions, or any racial elements."
"[USER] well greedy pple enjoy collecting 🏠s. some cities, like [ORGANIZATION] (see below), have made [DATE] strides. the city's # s are impressive considering the poverty. the weather (dying of exposure is a real threat in [PERSON]), and under-priced housing mrket also means ⬇️ homelessness. [URL]",rockford,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category"
"I know this isn’t what I normally post, but since I had [ORGANIZATION] off, we spent DATE1 giving back to the community. My mom put together a group and we were in downtown [ORGANIZATION] putting out warm gear for the homeless. Have DATE2 and so excited to play again DATE3! [URL]",rockford,"Comment Type: [provide an observation, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
Racist: [No]
Reasoning: The post shares a personal account of distributing warm gear to the homeless (observation) and expresses positive feelings about the experience (opinion), while describing a charitable intervention; no critiques, biases, or other perceptions are present."
The $45 million project hopes to solve part of [ORGANIZATION]'s housing crisis. [URL],rockford,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares a factual statement about a $45 million project aimed at addressing a housing crisis (likely related to homelessness), discussing financial allocation as a solution without questions, opinions, critiques, perceptions, or racial bias."
"Thanks to a system that can ensure homelessness is rare  and brief, [ORGANIZATION], [PERSON] has a sustainable solution to the chronic  homelessness its citizens face.",rockford,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The comment positively claims the existence of a system and solution for homelessness, expressing approval (opinion), while highlighting interventions; no critiques, perceptions, or racial elements are present."
"[ORGANIZATION] needs to get a grip with reality and understand that they are not the center of this state. [PERSON] is an ongoing issue in [ORGANIZATION], and their claims of a few more tents in the city warranting a state of emergency is abhorrent.",rockford,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: [government critique]
Response Category: []
Perception Type: []
Racist: [No]
Reasoning: The comment expresses strong personal opinion criticizing an organization's (likely governmental) overreaction to homelessness, while claiming it as an ongoing issue, without questions, solutions, perceptions, or racial elements."
"[ORGANIZATION] is the primary provider of assistance to people struggling with challenges like homelessness, poverty, abuse and addiction. [URL]",rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The comment makes a factual claim about an organization providing assistance to those facing homelessness and related issues, which aligns with promoting solutions/interventions; it contains no critiques, perceptions, questions, opinions, or racial bias."
"A new proposal sets out to create affordable housing for veterans — ranging from studio apartments at this old bank site to townhomes on vacant land — at nine locations in the area. 

[URL]",rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The comment neutrally shares information about a housing proposal for veterans, which qualifies as providing a fact/claim and discussing a solution/intervention; it contains no critiques, perceptions, opinions, questions, or racial bias."
"One thing's clear from talking to residents around [ORGANIZATION] and FAC0 - people need a change from ORG0ORG1; ORG2. Many people are pointing to the housing crisis as a major issue, which the government has no desire to solve. It's time to end DATE0 of ORG3 and [LOCATION]. [URL]",rockford,
"[URL]

City of GPE0 Refuses to Acknowledge an Abandoned Homeless Encampment

[URL] 

#[PERSON]scanner #[PERSON] #[PERSON]il #homeless #GPE3 #mayor #rs #news #cleanup #shelter #wtf #fail #corruption #politics #embarrassing",rockford,
"[USER] [USER] They tried it but stopped, I believe. They have had some success in reducing homelessness but [ORGANIZATION] isn’t why. They also have some challenges.",rockford,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: []
Response Category: []
Perception Type: []
Racist: [No]
Reasoning: The comment shares claims"
"[ORGANIZATION] should do SOMETHING with [ORGANIZATION]. [ORGANIZATION]. Vacation. [PERSON]. Come to PERSON1 moment on a remote island.
Bootcamp in [PERSON]. SOMETHING. I get not wanting him on the ice but what a waste of everything to make him homeless.",rockford,
"[USER] [USER] There are some homeless people in [ORGANIZATION], but as far as I can tell, they are refugees from [ORGANIZATION]; GPE2.",rockford,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: []
Perception Type: []
racist: [No]
Reasoning: The comment shares a personal observation and claim about the origins of homeless individuals as refugees from another location, without critiquing systems, proposing solutions, or expressing perceptions like generalizations or judgments; no racial elements are present."
"PERSON0 Oh, why not.. [ORGANIZATION],  or [PERSON]? You know if you go to [ORGANIZATION] you can see live homeless Americans just walking up and down FAC0.",rockford,
"[ORGANIZATION] uses real-time, by-name data to reach functional zero with homeless population

In [ORGANIZATION], [ORGANIZATION] became the  first community in [PERSON] to end both chronic and veteran  homelessness.",rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares factual information about an organization's data-driven approach and achievements in ending specific types of homelessness, which qualifies as providing facts/claims and discussing solutions/interventions; it contains no critiques, perceptions, questions, opinions, or racial bias."
"Affordable housing, state budget deficit at issue as [ORGANIZATION] lawmakers meet with [ORGANIZATION]-area leaders [URL]",rockford,
[ORGANIZATION] heatwave puts [ORGANIZATION]’s homeless at risk [URL] [URL],rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: [media portrayal]
Racist: [No]
Reasoning: The post shares a factual claim about a heatwave risking homeless people's safety, likely from a media source (headline with URLs), without questions, opinions, critiques, solutions, or biases; it"
FOR IMMEDIATE RELEASE: ALL THINGS AFFORDABLE HOUSING SUMMIT [URL]  #tapin #affordablehousing #rockfordhousing #landlords #residents #rockfordil [ORGANIZATION],rockford,
"Perhaps where homeless, illegals, homicide freedom cause [ORGANIZATION] loss. [PERSON] GPE2 [PERSON] GPE7 [PERSON] GPE12 GPE13 GPE14 GPE15 GPE16 GPE17 #bansoffourbodies GPE18 GPE19 GPE20 GPE21 [PERSON]",rockford,
[USER] [USER] [USER] [USER] [USER] [USER] [USER] I was elected to my city council &amp; the only CITY EMPLOYEE who volunteered at our shelter. I worked with [ORGANIZATION] gov because they ENDED homelessness. 1 of a couple cities in [PERSON] to do so. Rehabs &amp; mental break facilities are tax funded private corps that don't address homelessness,rockford,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category: [money aid allocation, government critique]
Response Category: [solutions/interventions]
Perception Type: [personal interaction]
Racist: [No]
Reasoning: The comment shares personal facts/claims about the speaker's council role, volunteering, and collaboration with an organization that ended homelessness, while observing and opining on ineffective tax-funded facilities; this critiques government and aid allocation but highlights a successful"
"The [ORGANIZATION] team attended the [USER] All Things Housing Summit DATE0. It was a great opportunity to share the resources that ORG1 offers to [ORGANIZATION]; property owners, &amp; to meet with other organizations offering affordable housing in [ORGANIZATION]. 🏘[PERSON]",rockford,"Comment Type: [provide a fact or claim, provide an observation, express their opinion]
Critique Category:"
[USER] [URL] plz help our homeless if you can.,rockford,"Comment Type: [express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The comment is a direct plea for help, expressing the opinion that people should assist the homeless (likely via a linked resource), which qualifies as a call for charitable intervention; no critiques, perceptions, or racial elements are present."
“These people are just like everyone else and they deserve to be remembered.” [URL],rockford,"Comment Type: [provide a fact or claim, express their opinion]
Critique Category: []
Response Category: []
Perception Type: [deserving/undeserving]
Racist: [No]
Reasoning: The comment makes a claim about homeless people being like everyone else and expresses the opinion that they deserve remembrance, fitting a judgment on deservingness; no critiques, solutions, or racial elements are present."
"As warming centers protect those without a stable shelter, there is one big challenge: reduced capacity.  [URL]",rockford,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: [money aid allocation]
Response Category: []
Perception Type: []
Racist: [No]
Reasoning: The comment states factual information about warming centers' role in protecting the homeless and highlights a capacity challenge, which qualifies as a fact/claim and observation; it discusses resource allocation (capacity) without direct critique of government or society; no solutions, perceptions, or racial elements are present."
"[USER] Have you seen the streets in [ORGANIZATION], GPE1,GPE2 and [PERSON]? Crime is rampant and streets filled with homeless and illegals. Shame on you!!!!",rockford,
"ICYMI: [ORGANIZATION] stands by as dozens of those in need walk through Miss [PERSON] on [ORGANIZATION] [TIME]. Volunteers for the charity gather sack lunches, blankets, gloves and more without questions for the mostly homeless men and women entering. [URL]",rockford,
"[USER] This church is in [PERSON], it had been vacant for [ORGANIZATION] and it was used as a soup kitchen for DATE1years after that until a homeless man set it on fire. bythe time the [INSTITUTION] arrived, they had no other choice but to keep it from spreading.",rockford,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: []
Response Category: []
Perception Type: [harmful generalization]
Racist: [No]
Reasoning: The comment narrates a specific incident involving a homeless person allegedly setting a fire, presenting it as a factual claim and observation; this implicitly promotes a harmful stereotype by linking homelessness to destructive behavior without broader context, but contains no racial elements or"
"[ORGANIZATION] non-profit that supports the homeless could shut down 
Source: [URL] WTVO WQRF [URL]",rockford,
"""100 people in need find shelter &amp; community [ORGANIZATION] thanks to [ORGANIZATION] #HomeForTheHolidays""

[URL]",kalamazoo,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares a factual claim about 100 people receiving shelter from an organization, highlighting a positive intervention without any questions, opinions, critiques, perceptions, or racial elements."
"Country music artist and [PERSON] nominee [ORGANIZATION] brings his [ORGANIZATION] to [ORGANIZATION], donating to [ORGANIZATION] and raising awareness for homelessness. [URL]",rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares factual information about a celebrity's donation and awareness efforts for homelessness, which qualifies as providing a fact/claim and discussing charitable interventions/solutions; no critiques, perceptions, questions, opinions, or racial elements are present."
[ORGANIZATION] seeks financial support to care for the homeless [URL] [URL],rockford,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post states a fact about an organization seeking financial support for homelessness care, which involves discussion of aid allocation and implies charitable interventions; no questions, opinions, critiques of government/society, perceptions, or racial elements"
[ORGANIZATION] seeks community aid ahead of [ORGANIZATION] Week. [URL],rockford,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares a factual statement about an organization seeking community aid, likely as a call for interventions related to homelessness; it contains no questions, opinions"
"Plans to convert [ORGANIZATION] hotel into [INSTITUTION] being re-evaluated
[URL]",kalamazoo,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: []
Perception Type: []
Racist: [No]
Reasoning: The post shares a neutral factual headline about re-evaluating plans to convert a hotel into an institution, likely related to homelessness support, without questions, opinions, critiques, solutions, or perceptions; no racial elements are present."
[LOCATION]-funded mobile homes arrive for families facing homelessness [URL],kalamazoo,"Comment Type: [provide a fact or claim]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type"
"Fun fact--the homeless population is growing in [ORGANIZATION] and its not just because of bad policies. Cities and towns around the state send their homeless to [ORGANIZATION], as do some other states. I met a homeless mother with a teenage daughter from [PERSON]. When her home was destroyed in",kalamazoo,"Comment Type: [provide a fact or claim, provide an observation]
Critique Category: [government critique]
Response Category: []
Perception Type: [personal interaction]
Racist: [No]
Reasoning: The post provides claims about homelessness growth and relocation practices by cities/states (fact"
"Seeking to end homelessness among jail inmates, [ORGANIZATION] ([ORGANIZATION]) receives $20K grant! [PERSON]! [URL]",kalamazoo,"Comment Type: [provide a fact or claim]
Critique Category: [money aid allocation]
Response Category: [solutions/interventions]
Perception Type: []
Racist: [No]
Reasoning: The post shares a factual announcement about a grant received by an organization to address homelessness among jail inmates, discussing financial aid allocation positively as a solution-oriented intervention; no critiques,"
"We need more of this across the country. Help end homeless, and encourage responsibility.

[URL]",kalamazoo,"Comment Type: [express their opinion]
Critique Category: []
Response Category: [solutions/interventions]
Perception Type: [harmful generalization, deserving/undeserving]
Racist: [No]
Reasoning: The comment expresses the speaker's opinion by advocating for"
"Asking people about challenges of finding affordable housing in [ORGANIZATION] area:

""The housing situation here is beyond abysmal! I feel even worse for the poor/homeless. The county/city cant seem to get their shit together to address the problem,"" one said. [URL]",kalamazoo,"Comment Type: [provide an observation, express their opinion, express others opinions]
Critique Category: [government critique]
Response Category: []
Perception"
